Data supplied by UK-AIR on 1/4/2011
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Non-volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Non-volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Volatile PM2.5 (Hourly measured)",status,unit
 
01-01-2010,01:00,19,R,ugm-3 (TEOM FDMS),1,R,ugm-3,11,R,ugm-3,13,R,ugm-3,14,R,ugm-3 (TEOM FDMS),11,R,ugm-3 (TEOM FDMS),56,R,ugm-3,11,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
01-01-2010,02:00,25,R,ugm-3 (TEOM FDMS),0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,19,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),58,R,ugm-3,5,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
01-01-2010,03:00,18,R,ugm-3 (TEOM FDMS),0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,13,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),60,R,ugm-3,7,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
01-01-2010,04:00,17,R,ugm-3 (TEOM FDMS),0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,13,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),62,R,ugm-3,7,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
01-01-2010,05:00,17,R,ugm-3 (TEOM FDMS),0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,13,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS),60,R,ugm-3,4,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
01-01-2010,06:00,14,R,ugm-3 (TEOM FDMS),0,R,ugm-3,15,R,ugm-3,15,R,ugm-3,10,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),56,R,ugm-3,6,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
01-01-2010,07:00,13,R,ugm-3 (TEOM FDMS),1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,10,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),54,R,ugm-3,4,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
01-01-2010,08:00,14,R,ugm-3 (TEOM FDMS),0,R,ugm-3,15,R,ugm-3,15,R,ugm-3,11,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),54,R,ugm-3,3,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
01-01-2010,09:00,14,R,ugm-3 (TEOM FDMS),1,R,ugm-3,13,R,ugm-3,15,R,ugm-3,10,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),54,R,ugm-3,2,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),-1,R,ugm-3 (TEOM FDMS)
01-01-2010,10:00,13,R,ugm-3 (TEOM FDMS),1,R,ugm-3,13,R,ugm-3,15,R,ugm-3,10,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),54,R,ugm-3,3,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),-2,R,ugm-3 (TEOM FDMS)
01-01-2010,11:00,13,R,ugm-3 (TEOM FDMS),1,R,ugm-3,10,R,ugm-3,11,R,ugm-3,11,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),60,R,ugm-3,2,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS),-3,R,ugm-3 (TEOM FDMS)
01-01-2010,12:00,14,R,ugm-3 (TEOM FDMS),3,R,ugm-3,11,R,ugm-3,15,R,ugm-3,12,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),60,R,ugm-3,4,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS),-2,R,ugm-3 (TEOM FDMS)
01-01-2010,13:00,14,R,ugm-3 (TEOM FDMS),4,R,ugm-3,13,R,ugm-3,19,R,ugm-3,13,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),60,R,ugm-3,3,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS),-2,R,ugm-3 (TEOM FDMS)
01-01-2010,14:00,17,R,ugm-3 (TEOM FDMS),3,R,ugm-3,13,R,ugm-3,17,R,ugm-3,15,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),60,R,ugm-3,5,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
01-01-2010,15:00,16,R,ugm-3 (TEOM FDMS),3,R,ugm-3,17,R,ugm-3,21,R,ugm-3,14,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),56,R,ugm-3,2,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS),-2,R,ugm-3 (TEOM FDMS)
01-01-2010,16:00,17,R,ugm-3 (TEOM FDMS),3,R,ugm-3,25,R,ugm-3,29,R,ugm-3,14,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),48,R,ugm-3,4,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
01-01-2010,17:00,19,R,ugm-3 (TEOM FDMS),3,R,ugm-3,40,R,ugm-3,44,R,ugm-3,16,R,ugm-3 (TEOM FDMS),12,R,ugm-3 (TEOM FDMS),34,R,ugm-3,13,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
01-01-2010,18:00,26,R,ugm-3 (TEOM FDMS),5,R,ugm-3,50,R,ugm-3,57,R,ugm-3,22,R,ugm-3 (TEOM FDMS),16,R,ugm-3 (TEOM FDMS),22,R,ugm-3,17,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
01-01-2010,19:00,29,R,ugm-3 (TEOM FDMS),5,R,ugm-3,48,R,ugm-3,55,R,ugm-3,25,R,ugm-3 (TEOM FDMS),20,R,ugm-3 (TEOM FDMS),20,R,ugm-3,22,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
01-01-2010,20:00,32,R,ugm-3 (TEOM FDMS),5,R,ugm-3,48,R,ugm-3,55,R,ugm-3,27,R,ugm-3 (TEOM FDMS),21,R,ugm-3 (TEOM FDMS),16,R,ugm-3,23,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
01-01-2010,21:00,34,R,ugm-3 (TEOM FDMS),19,R,ugm-3,61,R,ugm-3,90,R,ugm-3,28,R,ugm-3 (TEOM FDMS),28,R,ugm-3 (TEOM FDMS),6,R,ugm-3,30,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
01-01-2010,22:00,38,R,ugm-3 (TEOM FDMS),18,R,ugm-3,61,R,ugm-3,88,R,ugm-3,33,R,ugm-3 (TEOM FDMS),31,R,ugm-3 (TEOM FDMS),6,R,ugm-3,33,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
01-01-2010,23:00,42,R,ugm-3 (TEOM FDMS),3,R,ugm-3,42,R,ugm-3,46,R,ugm-3,37,R,ugm-3 (TEOM FDMS),20,R,ugm-3 (TEOM FDMS),20,R,ugm-3,22,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
01-01-2010,24:00,33,R,ugm-3 (TEOM FDMS),5,R,ugm-3,53,R,ugm-3,61,R,ugm-3,27,R,ugm-3 (TEOM FDMS),19,R,ugm-3 (TEOM FDMS),6,R,ugm-3,21,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
02-01-2010,01:00,30,R,ugm-3 (TEOM FDMS),4,R,ugm-3,44,R,ugm-3,50,R,ugm-3,25,R,ugm-3 (TEOM FDMS),20,R,ugm-3 (TEOM FDMS),14,R,ugm-3,24,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS)
02-01-2010,02:00,29,R,ugm-3 (TEOM FDMS),0,R,ugm-3,17,R,ugm-3,17,R,ugm-3,24,R,ugm-3 (TEOM FDMS),12,R,ugm-3 (TEOM FDMS),40,R,ugm-3,12,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
02-01-2010,03:00,24,R,ugm-3 (TEOM FDMS),0,R,ugm-3,21,R,ugm-3,21,R,ugm-3,19,R,ugm-3 (TEOM FDMS),13,R,ugm-3 (TEOM FDMS),34,R,ugm-3,14,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
02-01-2010,04:00,21,R,ugm-3 (TEOM FDMS),0,R,ugm-3,27,R,ugm-3,27,R,ugm-3,17,R,ugm-3 (TEOM FDMS),11,R,ugm-3 (TEOM FDMS),28,R,ugm-3,12,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
02-01-2010,05:00,20,R,ugm-3 (TEOM FDMS),3,R,ugm-3,48,R,ugm-3,52,R,ugm-3,17,R,ugm-3 (TEOM FDMS),9,R,ugm-3 (TEOM FDMS),14,R,ugm-3,11,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
02-01-2010,06:00,19,R,ugm-3 (TEOM FDMS),1,R,ugm-3,25,R,ugm-3,27,R,ugm-3,15,R,ugm-3 (TEOM FDMS),9,R,ugm-3 (TEOM FDMS),30,R,ugm-3,9,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
02-01-2010,07:00,15,R,ugm-3 (TEOM FDMS),1,R,ugm-3,31,R,ugm-3,32,R,ugm-3,11,R,ugm-3 (TEOM FDMS),8,R,ugm-3 (TEOM FDMS),26,R,ugm-3,9,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
02-01-2010,08:00,16,R,ugm-3 (TEOM FDMS),9,R,ugm-3,46,R,ugm-3,59,R,ugm-3,12,R,ugm-3 (TEOM FDMS),9,R,ugm-3 (TEOM FDMS),14,R,ugm-3,11,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
02-01-2010,09:00,15,R,ugm-3 (TEOM FDMS),10,R,ugm-3,48,R,ugm-3,63,R,ugm-3,12,R,ugm-3 (TEOM FDMS),8,R,ugm-3 (TEOM FDMS),14,R,ugm-3,10,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
02-01-2010,10:00,14,R,ugm-3 (TEOM FDMS),21,R,ugm-3,52,R,ugm-3,84,R,ugm-3,12,R,ugm-3 (TEOM FDMS),9,R,ugm-3 (TEOM FDMS),16,R,ugm-3,9,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
02-01-2010,11:00,16,R,ugm-3 (TEOM FDMS),15,R,ugm-3,38,R,ugm-3,61,R,ugm-3,13,R,ugm-3 (TEOM FDMS),9,R,ugm-3 (TEOM FDMS),24,R,ugm-3,9,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
02-01-2010,12:00,14,R,ugm-3 (TEOM FDMS),19,R,ugm-3,40,R,ugm-3,69,R,ugm-3,12,R,ugm-3 (TEOM FDMS),10,R,ugm-3 (TEOM FDMS),24,R,ugm-3,11,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
02-01-2010,13:00,15,R,ugm-3 (TEOM FDMS),16,R,ugm-3,40,R,ugm-3,65,R,ugm-3,13,R,ugm-3 (TEOM FDMS),10,R,ugm-3 (TEOM FDMS),26,R,ugm-3,14,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS)
02-01-2010,14:00,16,R,ugm-3 (TEOM FDMS),9,R,ugm-3,32,R,ugm-3,46,R,ugm-3,15,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),34,R,ugm-3,4,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
02-01-2010,15:00,19,R,ugm-3 (TEOM FDMS),4,R,ugm-3,21,R,ugm-3,27,R,ugm-3,14,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),40,R,ugm-3,7,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
02-01-2010,16:00,20,R,ugm-3 (TEOM FDMS),3,R,ugm-3,25,R,ugm-3,29,R,ugm-3,17,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),38,R,ugm-3,8,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
02-01-2010,17:00,22,R,ugm-3 (TEOM FDMS),4,R,ugm-3,32,R,ugm-3,38,R,ugm-3,17,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),32,R,ugm-3,9,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
02-01-2010,18:00,21,R,ugm-3 (TEOM FDMS),40,R,ugm-3,61,R,ugm-3,122,R,ugm-3,16,R,ugm-3 (TEOM FDMS),14,R,ugm-3 (TEOM FDMS),8,R,ugm-3,17,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS)
02-01-2010,19:00,29,R,ugm-3 (TEOM FDMS),90,R,ugm-3,76,R,ugm-3,214,R,ugm-3,22,R,ugm-3 (TEOM FDMS),29,R,ugm-3 (TEOM FDMS),4,R,ugm-3,30,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
02-01-2010,20:00,43,R,ugm-3 (TEOM FDMS),13,R,ugm-3,50,R,ugm-3,69,R,ugm-3,36,R,ugm-3 (TEOM FDMS),18,R,ugm-3 (TEOM FDMS),14,R,ugm-3,20,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
02-01-2010,21:00,32,R,ugm-3 (TEOM FDMS),24,R,ugm-3,59,R,ugm-3,96,R,ugm-3,27,R,ugm-3 (TEOM FDMS),24,R,ugm-3 (TEOM FDMS),8,R,ugm-3,25,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
02-01-2010,22:00,35,R,ugm-3 (TEOM FDMS),53,R,ugm-3,69,R,ugm-3,149,R,ugm-3,28,R,ugm-3 (TEOM FDMS),30,R,ugm-3 (TEOM FDMS),4,R,ugm-3,34,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS)
02-01-2010,23:00,41,R,ugm-3 (TEOM FDMS),64,R,ugm-3,69,R,ugm-3,166,R,ugm-3,34,R,ugm-3 (TEOM FDMS),37,R,ugm-3 (TEOM FDMS),4,R,ugm-3,42,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS)
02-01-2010,24:00,50,R,ugm-3 (TEOM FDMS),30,R,ugm-3,57,R,ugm-3,103,R,ugm-3,43,R,ugm-3 (TEOM FDMS),29,R,ugm-3 (TEOM FDMS),4,R,ugm-3,35,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS)
03-01-2010,01:00,45,R,ugm-3 (TEOM FDMS),60,R,ugm-3,63,R,ugm-3,155,R,ugm-3,39,R,ugm-3 (TEOM FDMS),21,R,ugm-3 (TEOM FDMS),4,R,ugm-3,25,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS)
03-01-2010,02:00,34,R,ugm-3 (TEOM FDMS),18,R,ugm-3,44,R,ugm-3,71,R,ugm-3,27,R,ugm-3 (TEOM FDMS),17,R,ugm-3 (TEOM FDMS),14,R,ugm-3,18,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
03-01-2010,03:00,29,R,ugm-3 (TEOM FDMS),3,R,ugm-3,32,R,ugm-3,36,R,ugm-3,25,R,ugm-3 (TEOM FDMS),14,R,ugm-3 (TEOM FDMS),18,R,ugm-3,16,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
03-01-2010,04:00,23,R,ugm-3 (TEOM FDMS),0,R,ugm-3,21,R,ugm-3,21,R,ugm-3,19,R,ugm-3 (TEOM FDMS),10,R,ugm-3 (TEOM FDMS),26,R,ugm-3,13,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS)
03-01-2010,05:00,22,R,ugm-3 (TEOM FDMS),1,R,ugm-3,15,R,ugm-3,17,R,ugm-3,16,R,ugm-3 (TEOM FDMS),11,R,ugm-3 (TEOM FDMS),30,R,ugm-3,13,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
03-01-2010,06:00,22,R,ugm-3 (TEOM FDMS),1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,17,R,ugm-3 (TEOM FDMS),9,R,ugm-3 (TEOM FDMS),28,R,ugm-3,13,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS)
03-01-2010,07:00,20,R,ugm-3 (TEOM FDMS),6,R,ugm-3,40,R,ugm-3,50,R,ugm-3,13,R,ugm-3 (TEOM FDMS),10,R,ugm-3 (TEOM FDMS),10,R,ugm-3,14,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS)
03-01-2010,08:00,20,R,ugm-3 (TEOM FDMS),5,R,ugm-3,32,R,ugm-3,40,R,ugm-3,14,R,ugm-3 (TEOM FDMS),9,R,ugm-3 (TEOM FDMS),18,R,ugm-3,11,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
03-01-2010,09:00,22,R,ugm-3 (TEOM FDMS),3,R,ugm-3,27,R,ugm-3,31,R,ugm-3,16,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),24,R,ugm-3,8,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
03-01-2010,10:00,18,R,ugm-3 (TEOM FDMS),6,R,ugm-3,25,R,ugm-3,34,R,ugm-3,14,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),30,R,ugm-3,7,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
03-01-2010,11:00,14,R,ugm-3 (TEOM FDMS),6,R,ugm-3,23,R,ugm-3,32,R,ugm-3,10,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),36,R,ugm-3,4,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
03-01-2010,12:00,17,R,ugm-3 (TEOM FDMS),8,R,ugm-3,19,R,ugm-3,31,R,ugm-3,12,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS),38,R,ugm-3,6,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS)
03-01-2010,13:00,17,R,ugm-3 (TEOM FDMS),6,R,ugm-3,19,R,ugm-3,29,R,ugm-3,11,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),38,R,ugm-3,7,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS)
03-01-2010,14:00,18,R,ugm-3 (TEOM FDMS),5,R,ugm-3,19,R,ugm-3,27,R,ugm-3,13,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),38,R,ugm-3,7,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS)
03-01-2010,15:00,21,R,ugm-3 (TEOM FDMS),5,R,ugm-3,21,R,ugm-3,29,R,ugm-3,15,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),34,R,ugm-3,4,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),-1,R,ugm-3 (TEOM FDMS)
03-01-2010,16:00,19,R,ugm-3 (TEOM FDMS),8,R,ugm-3,29,R,ugm-3,40,R,ugm-3,16,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),28,R,ugm-3,7,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
03-01-2010,17:00,20,R,ugm-3 (TEOM FDMS),5,R,ugm-3,34,R,ugm-3,42,R,ugm-3,16,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),20,R,ugm-3,7,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
03-01-2010,18:00,19,R,ugm-3 (TEOM FDMS),6,R,ugm-3,36,R,ugm-3,46,R,ugm-3,15,R,ugm-3 (TEOM FDMS),7,R,ugm-3 (TEOM FDMS),18,R,ugm-3,8,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
03-01-2010,19:00,18,R,ugm-3 (TEOM FDMS),8,R,ugm-3,42,R,ugm-3,53,R,ugm-3,14,R,ugm-3 (TEOM FDMS),6,R,ugm-3 (TEOM FDMS),12,R,ugm-3,6,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),0,R,ugm-3 (TEOM FDMS)
03-01-2010,20:00,17,R,ugm-3 (TEOM FDMS),5,R,ugm-3,31,R,ugm-3,38,R,ugm-3,12,R,ugm-3 (TEOM FDMS),10,R,ugm-3 (TEOM FDMS),22,R,ugm-3,11,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
03-01-2010,21:00,19,R,ugm-3 (TEOM FDMS),3,R,ugm-3,27,R,ugm-3,31,R,ugm-3,14,R,ugm-3 (TEOM FDMS),10,R,ugm-3 (TEOM FDMS),24,R,ugm-3,12,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
03-01-2010,22:00,16,R,ugm-3 (TEOM FDMS),1,R,ugm-3,25,R,ugm-3,27,R,ugm-3,12,R,ugm-3 (TEOM FDMS),10,R,ugm-3 (TEOM FDMS),20,R,ugm-3,12,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
03-01-2010,23:00,20,R,ugm-3 (TEOM FDMS),4,R,ugm-3,40,R,ugm-3,46,R,ugm-3,15,R,ugm-3 (TEOM FDMS),14,R,ugm-3 (TEOM FDMS),8,R,ugm-3,16,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
03-01-2010,24:00,25,R,ugm-3 (TEOM FDMS),10,R,ugm-3,50,R,ugm-3,65,R,ugm-3,20,R,ugm-3 (TEOM FDMS),16,R,ugm-3 (TEOM FDMS),2,R,ugm-3,20,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS)
04-01-2010,01:00,26,R,ugm-3 (TEOM FDMS),11,R,ugm-3,48,R,ugm-3,65,R,ugm-3,21,R,ugm-3 (TEOM FDMS),12,R,ugm-3 (TEOM FDMS),2,R,ugm-3,16,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS)
04-01-2010,02:00,25,R,ugm-3 (TEOM FDMS),13,R,ugm-3,46,R,ugm-3,65,R,ugm-3,20,R,ugm-3 (TEOM FDMS),13,R,ugm-3 (TEOM FDMS),2,R,ugm-3,16,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS)
04-01-2010,03:00,24,R,ugm-3 (TEOM FDMS),10,R,ugm-3,44,R,ugm-3,59,R,ugm-3,19,R,ugm-3 (TEOM FDMS),12,R,ugm-3 (TEOM FDMS),2,R,ugm-3,13,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
04-01-2010,04:00,21,R,ugm-3 (TEOM FDMS),10,R,ugm-3,42,R,ugm-3,57,R,ugm-3,17,R,ugm-3 (TEOM FDMS),11,R,ugm-3 (TEOM FDMS),2,R,ugm-3,12,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),1,R,ugm-3 (TEOM FDMS)
04-01-2010,05:00,18,R,ugm-3 (TEOM FDMS),8,R,ugm-3,40,R,ugm-3,52,R,ugm-3,14,R,ugm-3 (TEOM FDMS),9,R,ugm-3 (TEOM FDMS),4,R,ugm-3,11,R,ugm-3 (TEOM FDMS),4,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
04-01-2010,06:00,19,R,ugm-3 (TEOM FDMS),6,R,ugm-3,38,R,ugm-3,48,R,ugm-3,14,R,ugm-3 (TEOM FDMS),10,R,ugm-3 (TEOM FDMS),6,R,ugm-3,13,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),3,R,ugm-3 (TEOM FDMS)
04-01-2010,07:00,19,R,ugm-3 (TEOM FDMS),15,R,ugm-3,42,R,ugm-3,65,R,ugm-3,14,R,ugm-3 (TEOM FDMS),10,R,ugm-3 (TEOM FDMS),6,R,ugm-3,12,R,ugm-3 (TEOM FDMS),5,R,ugm-3 (TEOM FDMS),2,R,ugm-3 (TEOM FDMS)
