,sample.sampleDateTime,sample.samplingPoint.easting,sample.samplingPoint.northing,sample.sampledMaterialType.label,Ammoniacal Nitrogen as N,"Ammoniacal Nitrogen, Filtered as N",BOD : 5 Day ATU,Chlorophyll : Acetone Extract,NGR : Easting,NGR : Northing,Nitrate as N,"Nitrate, Filtered as N",Nitrite as N,"Nitrite, Filtered as N","Nitrogen, Dissolved Inorganic : as N","Nitrogen, Total Oxidised as N","Nitrogen, Total Oxidised, Filtered as N","Orthophosphate, Filtered as P","Orthophosphate, reactive as P","Oxygen, Dissolved as O2","Oxygen, Dissolved, % Saturation",Salinity : In Situ,Sample Depth below surface,"Silicate, Filtered as SiO2",Temperature of Water,Time of high tide,Time of sampling relative to previous high water,Turbidity : In Situ,Volume of Sample Filtered,Water Depth,pH
399,2003-03-13T09:35:00,470680,105280,FINAL SEWAGE EFFLUENT,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,
400,2003-03-13T11:04:00,470680,105280,FINAL SEWAGE EFFLUENT,28.1,,9.2,,,,0.9,,0.1,,,1.0,,,2.68,,,,,,13.04,,,,,,7.19
401,2003-03-13T11:30:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,1.6,,,,2.31,,0.019,,,2.33,,,0.173,15.7,136.4,,,,9.19,,,,,,8.71
402,2003-03-13T13:21:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,6.83,,0.004,,,6.83,,,0.03,10.8,97.6,,,,10.96,,,,,,7.53
403,2003-03-18T09:56:00,470680,105280,FINAL SEWAGE EFFLUENT,26.6,,118.0,,,,0.9,,0.1,,,1.0,,,3.91,,,,,,13.14,,,,,,7.18
404,2003-03-26T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,15.2,,,,,,,,,,,,,,,,,,,,,,,,
405,2003-04-02T13:30:00,470680,105280,FINAL SEWAGE EFFLUENT,,,15.05,,,,,,,,,,,,,,,,,,,,,,,,
406,2003-04-04T09:18:00,470680,105280,FINAL SEWAGE EFFLUENT,36.6,,16.5,,,,0.9,,0.1,,,1.0,,,2.79,,,,,,14.96,,,,,,7.42
407,2003-04-04T09:42:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,2.0,,,,3.84,,0.0273,,,3.87,,,0.327,19.4,170.7,,,,9.68,,,,,,8.74
408,2003-04-04T11:14:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.3,,,,7.18,,0.004,,,7.18,,,0.02,11.2,103.0,,,,11.34,,,,,,7.7
409,2003-04-14T09:10:00,470680,105280,FINAL SEWAGE EFFLUENT,32.6,,14.4,,,,0.9,,0.1,,,1.0,,,4.29,,,,,,15.76,,,,,,7.18
410,2003-04-23T09:24:00,474130,85280,SEA WATER,0.019,,,,,,0.028,,0.001,,,0.029,,,0.011,,106.5,34.71,,,10.24,,,,,,8.31
411,2003-04-23T10:22:00,483000,85500,SEA WATER,0.02,,,,,,0.003,,0.001,,,0.004,,,0.012,,104.3,34.63,,,10.55,,,,,,8.3
412,2003-04-25T07:29:00,468670,99700,ESTUARINE WATER,0.02,,,,,,1.44,,0.001,,,1.443,,,0.012,,97.0,34.57,,,11.04,,,,,,8.0
413,2003-04-25T07:36:00,469000,101200,ESTUARINE WATER,0.042,,,,,,0.005,,0.001,,,0.006,,,0.012,,99.1,34.56,,,11.25,,,,,,8.03
414,2003-04-25T07:47:00,468380,101980,ESTUARINE WATER,0.006999999999999999,,,,,,1e-05,,0.001,,,0.001,,,0.011,,99.0,34.52,,,11.19,,,,,,8.05
415,2003-04-25T08:11:00,467500,104000,ESTUARINE WATER,0.003,,,,,,0.019,,0.001,,,0.02,,,0.012,,95.2,34.28,,,11.98,,,,,,8.08
416,2003-04-25T08:38:00,470300,102000,ESTUARINE WATER,0.001,,,,,,0.006,,0.001,,,0.006999999999999999,,,0.012,,99.2,34.42,,,11.31,,,,,,8.1
417,2003-04-25T08:49:00,471800,104300,ESTUARINE WATER,0.014,,,,,,0.059,,0.001,,,0.06,,,0.012,,96.1,33.81,,,12.18,,,,,,8.1
418,2003-04-25T08:59:00,470300,104550,ESTUARINE WATER,0.031,,,,,,0.097,,0.001,,,0.098,,,0.011,,95.4,33.28,,,12.39,,,,,,8.1
419,2003-04-25T09:08:00,470600,103800,ESTUARINE WATER,0.021,,,,,,0.056,,0.001,,,0.057,,,0.014,,95.7,33.87,,,12.32,,,,,,8.11
420,2003-05-02T12:40:00,470680,105280,FINAL SEWAGE EFFLUENT,,,11.56,,,,,,,,,,,,,,,,,,,,,,,,
421,2003-05-15T09:20:00,470680,105280,FINAL SEWAGE EFFLUENT,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,
422,2003-05-15T10:18:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
423,2003-05-21T10:16:00,470680,105280,FINAL SEWAGE EFFLUENT,33.3,,17.0,,,,0.9,,0.1,,,1.0,,,3.67,,,,,,16.2,,,,,,7.42
424,2003-05-21T10:34:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,2.3,,,,2.02,,0.0384,,,2.06,,,0.16,14.0,133.8,,,,13.2,,,,,,8.37
425,2003-05-21T12:30:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,6.53,,0.008,,,6.54,,,0.02,9.96,90.5,,,,11.0,,,,,,7.73
426,2003-05-21T14:45:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31
427,2003-05-27T09:02:00,468670,99700,ESTUARINE WATER,0.013,,,,,,0.035,,0.003,,,0.038,,,0.001,,98.6,33.89,,,13.79,,,,,,8.09
428,2003-05-27T09:10:00,469000,101200,ESTUARINE WATER,0.029,,,,,,0.049,,0.004,,,0.053,,,0.001,,98.6,33.91,,,13.75,,,,,,8.14
429,2003-05-27T09:17:00,468380,101980,ESTUARINE WATER,0.024,,,,,,0.036000000000000004,,0.004,,,0.04,,,0.001,,101.6,33.91,,,13.57,,,,,,8.15
430,2003-05-27T09:39:00,467500,104000,ESTUARINE WATER,0.012,,,,,,0.047,,0.005,,,0.052000000000000005,,,0.006999999999999999,,100.2,33.83,,,14.25,,,,,,8.14
431,2003-05-27T10:01:00,470300,102000,ESTUARINE WATER,0.017,,,,,,0.03,,0.002,,,0.032,,,0.005,,101.3,33.88,,,13.92,,,,,,8.14
432,2003-05-27T10:13:00,471800,104300,ESTUARINE WATER,0.014,,,,,,0.065,,0.004,,,0.069,,,0.006999999999999999,,93.9,33.29,,,15.24,,,,,,8.11
433,2003-05-27T10:22:00,470300,104550,ESTUARINE WATER,0.006,,,,,,0.05,,0.003,,,0.053,,,0.005,,92.9,33.19,,,15.33,,,,,,8.1
434,2003-05-27T10:32:00,470600,103800,ESTUARINE WATER,0.011,,,,,,0.046,,0.004,,,0.05,,,0.002,,96.8,33.52,,,14.98,,,,,,8.12
435,2003-05-28T09:20:00,470680,105280,FINAL SEWAGE EFFLUENT,,,24.48,,,,,,,,,,,,,,,,,,,,,,,,
436,2003-06-03T14:46:00,464200,96000,SEA WATER,0.019,,1.3,,,,0.005,,0.004,,,0.009000000000000001,,,0.008,9.35,113.0,34.29,,,14.5,,,,,,8.16
437,2003-06-12T10:00:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18
438,2003-06-12T10:02:00,464200,96000,SEA WATER,0.002,,,,,,0.009000000000000001,,0.001,,,0.01,,,0.001,,98.2,34.16,,,15.42,,,,,,8.19
439,2003-06-13T09:20:00,470680,105280,FINAL SEWAGE EFFLUENT,,,8.56,,,,,,,,,,,,,,,,,,,,,,,,
440,2003-06-13T10:58:00,470680,105280,FINAL SEWAGE EFFLUENT,31.5,,5.2,,,,0.9,,0.1,,,1.0,,,2.76,,,,,,18.57,,,,,,7.61
441,2003-06-13T11:21:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,2.5,,,,2.88,,0.0323,,,2.91,,,0.363,16.5,171.9,,,,17.31,,,,,,8.76
442,2003-06-13T13:01:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.034,,1.0,,,,6.17,,0.008,,,6.18,,,0.02,10.4,96.2,,,,11.64,,,,,,7.63
443,2003-06-20T08:05:00,474130,85280,SEA WATER,0.019,,,,,,0.002,,0.001,,,0.003,,,0.021,,94.0,34.41,,,17.03,,,,,,8.09
444,2003-06-20T08:29:00,483000,85500,SEA WATER,0.042,,,,,,0.001,,0.001,,,0.002,,,0.002,,92.8,34.45,,,17.36,,,,,,8.14
445,2003-06-25T08:22:00,468670,99700,ESTUARINE WATER,0.032,,,,,,0.008,,0.001,,,0.009000000000000001,,,0.002,,96.0,34.62,,,18.13,,,,,,7.94
446,2003-06-25T08:29:00,469000,101200,ESTUARINE WATER,0.027000000000000003,,,,,,0.002,,0.002,,,0.004,,,0.006,,98.5,34.0,,,18.11,,,,,,8.21
447,2003-06-25T08:38:00,468380,101980,ESTUARINE WATER,0.014,,,,,,1e-05,,0.001,,,0.001,,,0.006,,97.7,34.59,,,18.05,,,,,,8.27
448,2003-06-25T09:02:00,467500,104000,ESTUARINE WATER,0.013,,,,,,0.002,,0.001,,,0.003,,,0.004,,99.3,34.52,,,18.67,,,,,,8.33
449,2003-06-25T09:28:00,470300,102000,ESTUARINE WATER,0.017,,,,,,1e-05,,0.001,,,0.001,,,0.005,,98.0,34.58,,,18.13,,,,,,8.32
450,2003-06-25T09:39:00,471800,104300,ESTUARINE WATER,0.003,,,,,,0.003,,0.001,,,0.004,,,0.001,,106.0,34.0,,,19.36,,,,,,8.38
451,2003-06-25T09:50:00,470300,104550,ESTUARINE WATER,0.024,,,,,,0.002,,0.003,,,0.005,,,0.001,,107.8,34.03,,,19.61,,,,,,8.4
452,2003-06-25T10:02:00,470600,103800,ESTUARINE WATER,0.024,,,,,,0.019,,0.001,,,0.02,,,0.003,,105.5,34.18,,,19.4,,,,,,8.38
453,2003-06-26T09:10:00,470680,105280,FINAL SEWAGE EFFLUENT,40.8,,7.3,,,,0.9,,0.1,,,1.0,,,1.93,,,,,,20.13,,,,,,7.39
454,2003-07-03T12:23:00,483000,85500,SEA WATER,0.018000000000000002,,,,,,0.001,,0.001,,,0.002,,,0.002,,95.4,34.49,,,17.7,,,,,,8.22
455,2003-07-03T12:42:00,470680,105280,FINAL SEWAGE EFFLUENT,22.3,,6.4,,,,0.9,,0.1,,,1.0,,,1.27,,,,,,18.92,,,,,,7.21
456,2003-07-03T12:56:00,474130,85280,SEA WATER,0.018000000000000002,,,,,,0.001,,0.001,,,0.002,,,0.001,,94.7,34.51,,,17.72,,,,,,8.22
457,2003-07-08T10:33:00,470680,105280,FINAL SEWAGE EFFLUENT,36.0,,15.3,,,,0.9,,0.1,,,1.0,,,2.98,,,,,,19.8,,,,,,7.55
458,2003-07-08T10:57:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.034,,3.8,,,,2.54,,0.0422,,,2.58,,,0.306,19.9,214.5,,,,18.97,,,,,,9.25
459,2003-07-08T12:42:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,6.35,,0.008,,,6.36,,,0.02,9.3,86.2,,,,11.87,,,,,,7.65
460,2003-07-10T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,12.67,,,,,,,,,,,,,,,,,,,,,,,,
461,2003-07-10T16:42:00,464200,96000,SEA WATER,0.077,,,,,,0.006,,0.001,,,0.006999999999999999,,,0.004,,101.7,34.09,,,18.69,,,,,,8.04
462,2003-07-17T10:24:00,470680,105280,FINAL SEWAGE EFFLUENT,29.1,,117.0,,,,0.9,,0.1,,,1.0,,,6.15,,,,,,19.97,,,,,,7.23
463,2003-07-18T12:34:00,470680,105280,FINAL SEWAGE EFFLUENT,,,8.59,,,,,,,,,,,,,,,,,,,,,,,,
464,2003-07-24T08:00:00,468670,99700,ESTUARINE WATER,0.017,,,,,,0.001,,0.001,,,0.002,,,0.006999999999999999,,95.3,34.5,,,19.58,,,,,,7.95
465,2003-07-24T08:10:00,469000,101200,ESTUARINE WATER,0.014,,,,,,0.022,,0.001,,,0.023,,,0.006999999999999999,,95.2,34.44,,,19.58,,,,,,7.97
466,2003-07-24T08:20:00,468380,101980,ESTUARINE WATER,0.008,,,,,,0.342,,0.001,,,0.343,,,0.006999999999999999,,96.6,34.46,,,19.56,,,,,,7.97
467,2003-07-24T08:52:00,467500,104000,ESTUARINE WATER,0.003,,,,,,0.03,,0.001,,,0.031,,,0.008,,90.2,34.7,,,19.79,,,,,,8.03
468,2003-07-24T09:20:00,470300,102000,ESTUARINE WATER,0.009000000000000001,,,,,,0.123,,0.001,,,0.124,,,0.008,,95.4,34.51,,,19.76,,,,,,8.0
469,2003-07-24T09:35:00,471800,104300,ESTUARINE WATER,0.001,,,,,,0.002,,0.001,,,0.003,,,0.006999999999999999,,90.6,34.13,,,19.89,,,,,,8.08
470,2003-07-24T09:45:00,470300,104550,ESTUARINE WATER,0.002,,,,,,0.004,,0.001,,,0.005,,,0.006999999999999999,,89.3,34.58,,,20.18,,,,,,8.09
471,2003-07-24T10:00:00,470600,103800,ESTUARINE WATER,0.003,,,,,,0.001,,0.001,,,0.002,,,0.006999999999999999,,90.5,34.5,,,20.08,,,,,,8.04
472,2003-07-29T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,
473,2003-07-31T10:42:00,470680,105280,FINAL SEWAGE EFFLUENT,32.3,,14.3,,,,0.9,,0.1,,,1.0,,,1.68,,,,,,19.86,,,,,,7.1
474,2003-08-04T13:30:00,470680,105280,FINAL SEWAGE EFFLUENT,36.5,,13.6,,,,0.9,,0.1,,,1.0,,,2.47,,,,,,22.03,,,,,,7.41
475,2003-08-06T12:45:00,464200,96000,SEA WATER,0.006999999999999999,,1.0,,,,1e-05,,0.001,,,0.001,,,0.002,6.9,93.2,35.26,,,20.17,,,,,,7.93
476,2003-08-08T07:35:00,468670,99700,ESTUARINE WATER,0.011,,,,,,0.002,,0.001,,,0.003,,,0.001,,86.5,34.58,,,21.25,,,,,,7.81
477,2003-08-08T07:42:00,469000,101200,ESTUARINE WATER,0.011,,,,,,0.002,,0.001,,,0.003,,,0.001,,87.9,34.68,,,21.03,,,,,,7.9
478,2003-08-08T07:53:00,468380,101980,ESTUARINE WATER,0.006999999999999999,,,,,,0.001,,0.001,,,0.002,,,0.001,,82.4,34.59,,,20.91,,,,,,7.93
479,2003-08-08T08:17:00,467500,104000,ESTUARINE WATER,0.01,,,,,,0.001,,0.001,,,0.002,,,0.001,,87.0,34.58,,,21.86,,,,,,7.99
480,2003-08-08T08:41:00,470300,102000,ESTUARINE WATER,0.015,,,,,,1e-05,,0.001,,,0.001,,,0.001,,87.6,34.57,,,21.9,,,,,,7.99
481,2003-08-08T08:53:00,471800,104300,ESTUARINE WATER,0.019,,,,,,0.002,,0.001,,,0.003,,,0.001,,90.0,34.48,,,22.69,,,,,,8.02
482,2003-08-08T09:03:00,470300,104550,ESTUARINE WATER,0.023,,,,,,0.001,,0.001,,,0.002,,,0.001,,88.8,34.44,,,22.95,,,,,,8.03
483,2003-08-08T09:12:00,470600,103800,ESTUARINE WATER,0.016,,,,,,0.006999999999999999,,0.001,,,0.008,,,0.001,,92.2,34.26,,,22.89,,,,,,8.02
484,2003-08-09T09:50:00,470680,105280,FINAL SEWAGE EFFLUENT,,,12.19,,,,,,,,,,,,,,,,,,,,,,,,
485,2003-08-11T10:41:00,470680,105280,FINAL SEWAGE EFFLUENT,34.8,,20.8,,,,0.9,,0.1,,,1.0,,,3.73,,,,,,22.12,,,,,,7.6
486,2003-08-11T10:58:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,1.4,,,,1.78,,0.0667,,,1.85,,,0.225,23.0,264.5,,,,22.14,,,,,,8.9
487,2003-08-11T12:58:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,5.85,,0.008,,,5.86,,,0.02,11.1,104.8,,,,12.82,,,,,,7.68
488,2003-08-13T09:33:00,474130,85280,SEA WATER,0.002,,,,,,0.001,,0.001,,,0.002,,,0.002,,99.6,34.67,,,20.99,,,,,,7.99
489,2003-08-13T10:21:00,483000,85500,SEA WATER,0.001,,,,,,0.001,,0.001,,,0.002,,,0.001,,99.3,34.63,,,21.29,,,,,,8.0
490,2003-08-19T10:45:00,470680,105280,FINAL SEWAGE EFFLUENT,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,
491,2003-08-29T10:25:00,470680,105280,FINAL SEWAGE EFFLUENT,30.6,,21.9,,,,0.9,,0.1,,,1.0,,,2.2,,,,,,18.8,,,,,,7.06
492,2003-09-02T13:56:00,464200,96000,SEA WATER,0.038,,,,,,0.032,,0.003,,,0.035,,,0.003,,90.4,34.96,,,19.94,,,,,,8.0
493,2003-09-03T14:04:00,470680,105280,FINAL SEWAGE EFFLUENT,37.2,,11.3,,,,0.9,,0.1,,,1.0,,,1.44,,,,,,20.17,,,,,,7.33
494,2003-09-08T09:08:00,470680,105280,FINAL SEWAGE EFFLUENT,34.1,,15.9,,,,0.9,,0.1,,,1.0,,,3.0,,,,,,20.1,,,,,,7.27
495,2003-09-11T09:35:00,470680,105280,FINAL SEWAGE EFFLUENT,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,
496,2003-09-16T07:46:00,474130,85280,SEA WATER,0.014,,,,,,0.033,,0.004,,,0.037000000000000005,,,0.005,,97.16,35.07,,,18.44,,,,,,8.05
497,2003-09-16T08:20:00,483000,85500,SEA WATER,0.002,,,,,,0.002,,0.001,,,0.003,,,0.005,,99.9,35.08,,,18.44,,,,,,8.09
498,2003-09-18T10:41:00,470680,105280,FINAL SEWAGE EFFLUENT,38.9,,11.8,,,,0.9,,0.1,,,1.0,,,2.35,,,,,,20.1,,,,,,7.7
499,2003-09-18T10:57:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,5.1,,,,1.37,,0.0465,,,1.42,,,0.337,22.6,231.5,,,,16.47,,,,,,9.41
500,2003-09-18T13:08:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,5.23,,0.008,,,5.24,,,0.02,8.4,82.1,,,,14.22,,,,,,8.33
501,2003-09-22T08:54:00,468670,99700,ESTUARINE WATER,0.005,,,,,,0.038,,0.003,,,0.041,,,0.003,,90.6,35.09,,,18.6,,,,,,8.08
502,2003-09-22T09:01:00,469000,101200,ESTUARINE WATER,0.006999999999999999,,,,,,0.094,,0.002,,,0.096,,,0.003,,96.7,35.14,,,18.69,,,,,,8.16
503,2003-09-22T09:10:00,468380,101980,ESTUARINE WATER,0.006,,,,,,0.004,,0.002,,,0.006,,,0.001,,96.3,35.13,,,18.67,,,,,,8.13
504,2003-09-22T09:33:00,467500,104000,ESTUARINE WATER,0.002,,,,,,0.003,,0.001,,,0.004,,,0.003,,95.95,35.16,,,18.76,,,,,,8.21
505,2003-09-22T09:59:00,470300,102000,ESTUARINE WATER,0.006,,,,,,0.058,,0.001,,,0.059,,,0.001,,96.3,35.15,,,18.73,,,,,,8.16
506,2003-09-22T10:06:00,470680,105280,FINAL SEWAGE EFFLUENT,42.0,,9.6,,,,0.9,,0.1,,,1.0,,,1.6,,,,,,20.04,,,,,,7.47
507,2003-09-22T10:12:00,471800,104300,ESTUARINE WATER,0.003,,,,,,0.001,,0.001,,,0.002,,,0.003,,90.1,35.08,,,18.98,,,,,,8.26
508,2003-09-22T10:24:00,470300,104550,ESTUARINE WATER,0.005,,,,,,0.03,,0.001,,,0.031,,,0.003,,90.2,34.7,,,18.85,,,,,,8.29
509,2003-09-22T10:34:00,470600,103800,ESTUARINE WATER,0.014,,,,,,0.001,,0.002,,,0.003,,,0.003,,92.9,35.08,,,18.8,,,,,,8.23
510,2003-09-24T09:25:00,470680,105280,FINAL SEWAGE EFFLUENT,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,
511,2003-09-26T13:26:00,470680,105280,FINAL SEWAGE EFFLUENT,36.9,,6.8,,,,0.9,,0.1,,,1.0,,,1.1,,,,,,19.49,,,,,,7.31
512,2003-09-30T09:04:00,470680,105280,FINAL SEWAGE EFFLUENT,36.8,,7.4,,,,0.9,,0.1,,,1.0,,,2.41,,,,,,19.16,,,,,,7.36
513,2003-10-03T13:54:00,470680,105280,FINAL SEWAGE EFFLUENT,29.8,,7.7,,,,0.9,,0.1,,,1.0,,,0.67,,,,,,19.14,,,,,,7.34
514,2003-10-09T10:38:00,470680,105280,FINAL SEWAGE EFFLUENT,36.9,,10.3,,,,0.9,,0.1,,,1.0,,,1.91,,,,,,18.73,,,,,,7.37
515,2003-10-09T11:00:00,471073,106778,RIVER / RUNNING SURFACE WATER,3.59,,9.2,,,,1.79,,0.0735,,,1.86,,,0.999,13.4,128.7,,,,13.4,,,,,,7.99
516,2003-10-09T12:37:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.3,,,,5.56,,0.0104,,,5.57,,,0.05,10.9,102.7,,,,12.74,,,,,,7.94
517,2003-10-14T08:25:00,470680,105280,FINAL SEWAGE EFFLUENT,,,11.45,,,,,,,,,,,,,,,,,,,,,,,,
518,2003-10-20T08:04:00,468670,99700,ESTUARINE WATER,0.265,,,,,,0.013,,0.004,,,0.017,,,0.004,,102.8,35.3,,,11.3,,,,,,7.69
519,2003-10-20T08:10:00,469000,101200,ESTUARINE WATER,0.084,,,,,,0.065,,0.004,,,0.069,,,0.001,,103.8,35.32,,,11.54,,,,,,7.75
520,2003-10-20T08:20:00,468380,101980,ESTUARINE WATER,0.05,,,,,,0.012,,0.004,,,0.016,,,0.001,,102.8,35.32,,,11.29,,,,,,7.77
521,2003-10-20T08:40:00,467500,104000,ESTUARINE WATER,0.029,,,,,,0.046,,0.003,,,0.049,,,0.001,,103.4,35.34,,,10.74,,,,,,7.81
522,2003-10-20T09:05:00,470300,102000,ESTUARINE WATER,0.031,,,,,,0.046,,0.003,,,0.049,,,0.001,,86.3,35.32,,,11.36,,,,,,7.78
523,2003-10-20T09:14:00,471800,104300,ESTUARINE WATER,0.004,,,,,,0.023,,0.005,,,0.028,,,0.001,,88.3,35.34,,,10.26,,,,,,7.81
524,2003-10-20T09:25:00,470300,104550,ESTUARINE WATER,0.022,,,,,,0.116,,0.004,,,0.12,,,0.006999999999999999,,86.6,35.22,,,9.76,,,,,,7.83
525,2003-10-20T09:33:00,470600,103800,ESTUARINE WATER,0.016,,,,,,0.023,,0.005,,,0.028,,,0.001,,85.6,35.32,,,10.14,,,,,,7.81
526,2003-10-22T14:22:00,470680,105280,FINAL SEWAGE EFFLUENT,22.7,,17.7,,,,0.9,,0.1,,,1.0,,,0.5,,,,,,14.62,,,,,,7.47
527,2003-10-30T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,11.51,,,,,,,,,,,,,,,,,,,,,,,,
528,2003-10-31T10:18:00,470680,105280,FINAL SEWAGE EFFLUENT,14.2,,6.3,,,,1.88,,0.22,,,2.1,,,0.5,,,,,,14.03,,,,,,
529,2003-11-03T08:31:00,468670,99700,ESTUARINE WATER,0.004,,,,,,0.098,,0.001,,,0.099,,,0.001,,92.6,34.45,,,10.78,,,,,,
530,2003-11-03T08:37:00,469000,101200,ESTUARINE WATER,0.015,,,,,,0.013,,0.006,,,0.019,,,0.001,,91.7,34.58,,,10.74,,,,,,
531,2003-11-03T08:45:00,468380,101980,ESTUARINE WATER,0.07400000000000001,,,,,,0.092,,0.005,,,0.097,,,0.001,,93.6,34.5,,,10.79,,,,,,
532,2003-11-03T09:01:00,467500,104000,ESTUARINE WATER,0.051,,,,,,0.024,,0.006,,,0.03,,,0.001,,92.3,34.5,,,10.54,,,,,,
533,2003-11-03T09:21:00,470300,102000,ESTUARINE WATER,0.05,,,,,,0.006999999999999999,,0.005,,,0.012,,,0.001,,94.3,34.46,,,10.56,,,,,,
534,2003-11-03T09:34:00,471800,104300,ESTUARINE WATER,0.058,,,,,,0.073,,0.005,,,0.078,,,0.001,,89.0,33.99,,,10.18,,,,,,
535,2003-11-03T09:42:00,470300,104550,ESTUARINE WATER,0.045,,,,,,0.024,,0.004,,,0.028,,,0.001,,89.1,34.07,,,10.35,,,,,,
536,2003-11-03T09:51:00,470600,103800,ESTUARINE WATER,0.068,,,,,,0.008,,0.004,,,0.012,,,0.001,,91.7,34.09,,,10.37,,,,,,
537,2003-11-06T12:04:00,470680,105280,FINAL SEWAGE EFFLUENT,34.7,,6.9,,,,0.9,,0.1,,,1.0,,,1.83,,,,,,17.12,,,,,,7.39
538,2003-11-13T13:38:00,470680,105280,FINAL SEWAGE EFFLUENT,27.3,,7.1,,,,0.9,,0.1,,,1.0,,,0.88,,,,,,16.65,,,,,,7.14
539,2003-11-14T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,13.96,,,,,,,,,,,,,,,,,,,,,,,,
540,2003-11-17T09:09:00,470680,105280,FINAL SEWAGE EFFLUENT,38.6,,15.5,,,,0.9,,0.1,,,1.0,,,2.52,,,,,,14.73,,,,,,7.28
541,2003-11-21T11:48:00,470680,105280,FINAL SEWAGE EFFLUENT,23.6,,8.5,,,,0.9,,0.1,,,1.0,,,0.57,,,,,,15.01,,,,,,7.37
542,2003-11-21T12:08:00,471073,106778,RIVER / RUNNING SURFACE WATER,1.34,,8.0,,,,2.41,,0.103,,,2.51,,,0.382,8.39,77.6,,,,11.76,,,,,,7.53
543,2003-11-21T14:18:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,2.1,,,,1.85,,0.0219,,,1.87,,,0.117,9.31,85.3,,,,11.33,,,,,,7.87
544,2003-11-25T11:45:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,7.91
545,2003-11-28T13:30:00,470680,105280,FINAL SEWAGE EFFLUENT,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,
546,2003-12-02T10:45:00,474130,85280,SEA WATER,0.044,,,,,,0.456,,0.004,,,0.46,,,0.012,,90.0,34.6,,,10.97,,,,,,8.12
547,2003-12-02T11:34:00,483000,85500,SEA WATER,0.025,,,,,,0.467,,0.003,,,0.47,,,0.037000000000000005,,92.9,31.97,,,11.67,,,,,,8.04
548,2003-12-03T07:25:00,468670,99700,ESTUARINE WATER,0.024,,,,,,0.504,,0.006,,,0.51,,,0.071,,94.1,34.01,,,10.19,,,,,,7.98
549,2003-12-03T07:33:00,469000,101200,ESTUARINE WATER,0.02,,,,,,0.095,,0.005,,,0.1,,,0.083,,94.1,33.94,,,9.89,,,,,,7.99
550,2003-12-03T07:41:00,468380,101980,ESTUARINE WATER,0.025,,,,,,0.073,,0.006999999999999999,,,0.08,,,0.102,,92.9,34.01,,,10.12,,,,,,8.0
551,2003-12-03T07:57:00,467500,104000,ESTUARINE WATER,0.02,,,,,,0.068,,0.002,,,0.07,,,0.022,,88.6,32.49,,,9.46,,,,,,7.97
552,2003-12-03T08:22:00,470300,102000,ESTUARINE WATER,0.033,,,,,,0.134,,0.006,,,0.14,,,0.011,,92.0,33.65,,,9.91,,,,,,8.0
553,2003-12-03T08:33:00,471800,104300,ESTUARINE WATER,0.046,,,,,,0.136,,0.004,,,0.14,,,0.019,,87.7,32.39,,,9.36,,,,,,7.97
554,2003-12-03T08:44:00,470300,104550,ESTUARINE WATER,0.025,,,,,,0.18600000000000005,,0.004,,,0.19,,,0.009000000000000001,,85.7,30.5,,,9.26,,,,,,7.93
555,2003-12-03T08:52:00,470600,103800,ESTUARINE WATER,0.022,,,,,,0.124,,0.006,,,0.13,,,0.014,,87.9,32.55,,,9.45,,,,,,7.97
556,2003-12-04T09:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,10.05,,,,,,,,,,,,,,,,,,,,,,,,
