,sample.sampleDateTime,sample.samplingPoint.easting,sample.samplingPoint.northing,sample.sampledMaterialType.label,Ammoniacal Nitrogen as N,"Ammoniacal Nitrogen, Filtered as N",BOD : 5 Day ATU,Chlorophyll : Acetone Extract,NGR : Easting,NGR : Northing,Nitrate as N,"Nitrate, Filtered as N",Nitrite as N,"Nitrite, Filtered as N","Nitrogen, Dissolved Inorganic : as N","Nitrogen, Total Oxidised as N","Nitrogen, Total Oxidised, Filtered as N","Orthophosphate, Filtered as P","Orthophosphate, reactive as P","Oxygen, Dissolved as O2","Oxygen, Dissolved, % Saturation",Salinity : In Situ,Sample Depth below surface,"Silicate, Filtered as SiO2",Temperature of Water,Time of high tide,Time of sampling relative to previous high water,Turbidity : In Situ,Volume of Sample Filtered,Water Depth,pH
154,2001-12-03T16:04:00,483000,85500,SEA WATER,0.16399999999999998,,,,,,0.016,,0.019,,,0.035,,,0.04,,92.7,34.68,,,11.48,,,,,,8.08
155,2001-12-05T10:01:00,470680,105280,FINAL SEWAGE EFFLUENT,21.7,,30.7,,,,0.9,,0.1,,,1.0,,,2.99,,,,,,14.65,,,,,,6.86
156,2001-12-11T09:11:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07
157,2001-12-11T14:24:00,464200,96000,SEA WATER,0.037000000000000005,,1.0,,,,0.244,,0.012,,,0.256,,,0.014,,87.3,34.6,,,9.41,,,,,,8.09
158,2001-12-14T09:25:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,5.94,,0.004,,,5.94,,,0.011,,79.1,,,,9.98,,,,,,7.5
159,2001-12-14T09:37:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.104,,1.9,,,,2.35,,0.0379,,,2.39,,,0.095,,88.2,,,,3.9,,,,,,7.8
160,2001-12-14T10:17:00,470680,105280,FINAL SEWAGE EFFLUENT,37.5,,9.3,,,,0.9,,0.1,,,1.0,,,3.05,,,,,,13.34,,,,,,7.11
161,2002-01-10T08:47:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04
162,2002-01-14T13:40:00,470680,105280,FINAL SEWAGE EFFLUENT,30.2,,10.9,,,,0.9,,0.1,,,1.0,,,4.26,,,,,,13.54,,,,,,7.34
163,2002-01-14T14:01:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.045,,3.7,,,,2.14,,0.0248,,,2.16,,,0.13,,96.1,,,,8.79,,,,,,8.08
164,2002-01-14T15:06:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,2.5,,,,5.89,,0.004,,,5.89,,,0.019,,92.5,,,,10.42,,,,,,7.45
165,2002-01-22T09:46:00,470680,105280,FINAL SEWAGE EFFLUENT,29.0,,12.8,,,,1.1,,0.1,,,1.2,,,2.59,,,,,,13.4,,,,,,7.13
166,2002-01-25T07:27:00,468670,99700,ESTUARINE WATER,0.046,,,,,,0.189,,0.004,,,0.193,,,0.025,,97.6,33.8,,,7.51,,,,,,
167,2002-01-25T07:32:00,469000,101200,ESTUARINE WATER,0.055,,,,,,0.166,,0.004,,,0.17,,,0.024,,97.7,33.82,,,7.53,,,,,,
168,2002-01-25T07:41:00,468380,101980,ESTUARINE WATER,0.047,,,,,,0.259,,0.006,,,0.265,,,0.035,,99.1,33.83,,,7.45,,,,,,
169,2002-01-25T07:54:00,467500,104000,ESTUARINE WATER,0.063,,,,,,0.184,,0.005,,,0.189,,,0.026,,97.2,33.66,,,7.64,,,,,,
170,2002-01-25T08:26:00,470300,102000,ESTUARINE WATER,0.06,,,,,,0.17600000000000002,,0.004,,,0.18,,,0.024,,97.1,33.6,,,7.54,,,,,,
171,2002-01-25T08:38:00,471800,104300,ESTUARINE WATER,0.043,,,,,,0.253,,0.006,,,0.259,,,0.029,,93.2,32.98,,,8.01,,,,,,
172,2002-01-25T08:49:00,470300,104550,ESTUARINE WATER,0.132,,,,,,0.259,,0.006,,,0.265,,,0.027000000000000003,,94.5,32.9,,,7.86,,,,,,
173,2002-01-25T08:59:00,470600,103800,ESTUARINE WATER,0.063,,,,,,0.24,,0.006,,,0.246,,,0.026,,101.9,33.03,,,7.88,,,,,,
174,2002-01-31T12:25:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
175,2002-02-07T06:47:00,468670,99700,ESTUARINE WATER,0.047,,,,,,0.228,,0.005,,,0.233,,,0.022,,85.8,33.31,,,8.33,,,,,,7.67
176,2002-02-07T06:54:00,469000,101200,ESTUARINE WATER,0.043,,,,,,0.235,,0.005,,,0.24,,,0.023,,89.9,33.33,,,8.39,,,,,,7.68
177,2002-02-07T07:00:00,468380,101980,ESTUARINE WATER,0.035,,,,,,0.219,,0.005,,,0.224,,,0.021,,85.1,33.43,,,8.52,,,,,,7.68
178,2002-02-07T07:18:00,467500,104000,ESTUARINE WATER,0.063,,,,,,0.274,,0.006,,,0.28,,,0.024,,79.3,32.89,,,7.89,,,,,,7.68
179,2002-02-07T07:44:00,470300,102000,ESTUARINE WATER,0.083,,,,,,0.31,,0.006999999999999999,,,0.317,,,0.026,,82.2,32.24,,,8.03,,,,,,7.68
180,2002-02-07T07:52:00,471800,104300,ESTUARINE WATER,0.12,,,,,,0.404,,0.009000000000000001,,,0.413,,,0.031,,80.2,31.24,,,7.85,,,,,,7.66
181,2002-02-07T08:04:00,470300,104550,ESTUARINE WATER,0.129,,,,,,0.604,,0.009000000000000001,,,0.613,,,0.031,,72.5,30.37,,,7.51,,,,,,7.63
182,2002-02-07T08:11:00,470600,103800,ESTUARINE WATER,0.098,,,,,,0.376,,0.008,,,0.384,,,0.026,,83.8,31.33,,,7.78,,,,,,7.66
183,2002-02-13T08:07:00,474130,85280,SEA WATER,0.017,,,,,,0.162,,0.006,,,0.168,,,0.053,,91.5,34.4,,,9.58,,,,,,8.04
184,2002-02-13T08:37:00,483000,85500,SEA WATER,0.015,,,,,,0.174,,0.005,,,0.179,,,0.021,,87.6,34.02,,,9.73,,,,,,8.05
185,2002-02-26T09:01:00,470680,105280,FINAL SEWAGE EFFLUENT,10.2,,22.6,,,,0.9,,0.1,,,1.0,,,1.14,,,,,,11.72,,,,,,7.38
186,2002-03-08T06:11:00,469000,101200,ESTUARINE WATER,0.098,,,,,,0.203,,0.004,,,0.207,,,0.016,,87.6,34.12,,,8.6,,,,,,7.67
187,2002-03-08T06:16:00,468380,101980,ESTUARINE WATER,0.1,,,,,,0.215,,0.004,,,0.219,,,0.018000000000000002,,85.3,34.11,,,8.55,,,,,,7.69
188,2002-03-08T06:36:00,467500,104000,ESTUARINE WATER,0.15,,,,,,0.264,,0.005,,,0.269,,,0.02,,96.6,33.96,,,8.85,,,,,,7.71
189,2002-03-08T06:54:00,470300,102000,ESTUARINE WATER,0.136,,,,,,0.227,,0.005,,,0.232,,,0.019,,91.2,34.1,,,8.69,,,,,,7.73
190,2002-03-08T07:04:00,471800,104300,ESTUARINE WATER,0.151,,,,,,0.403,,0.006,,,0.409,,,0.02,,95.9,32.89,,,8.67,,,,,,7.73
191,2002-03-08T07:09:00,470300,104550,ESTUARINE WATER,0.151,,,,,,0.376,,0.006,,,0.382,,,0.019,,95.3,32.59,,,8.72,,,,,,7.85
192,2002-03-08T07:14:00,470600,103800,ESTUARINE WATER,0.15,,,,,,0.3720000000000001,,0.006,,,0.378,,,0.029,,83.4,33.02,,,8.77,,,,,,7.74
193,2002-03-08T09:03:00,468670,99700,ESTUARINE WATER,0.145,,,,,,0.236,,0.005,,,0.241,,,0.021,,92.7,34.12,,,8.49,,,,,,7.7
194,2002-03-08T19:15:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08
195,2002-03-08T19:20:00,464200,96000,SEA WATER,0.152,,,,,,0.265,,0.003,,,0.268,,,0.022,,95.2,34.8,,,8.57,,,,,,8.09
196,2002-03-15T11:49:00,470680,105280,FINAL SEWAGE EFFLUENT,29.3,,14.4,,,,0.9,,0.1,,,1.0,,,2.59,,,,,,13.48,,,,,,7.13
197,2002-03-15T12:10:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.266,,6.1,,,,1.16,,0.0349,,,1.19,,,0.091,,91.6,,,,9.02,,,,,,7.39
198,2002-03-15T13:21:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.069,,2.0,,,,4.2,,0.0197,,,4.22,,,0.064,,98.3,,,,10.25,,,,,,7.4
199,2002-03-20T13:31:00,470680,105280,FINAL SEWAGE EFFLUENT,17.2,,17.4,,,,0.77,,0.23,,,1.0,,,0.5,,,,,,12.8,,,,,,6.99
200,2002-03-21T13:40:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.04
201,2002-04-08T08:50:00,468670,99700,ESTUARINE WATER,0.018000000000000002,,,,,,0.16899999999999998,,0.004,,,0.173,,,0.006999999999999999,,92.6,34.43,,,10.25,,,,,,7.61
202,2002-04-08T08:56:00,469000,101200,ESTUARINE WATER,0.018000000000000002,,,,,,0.131,,0.004,,,0.135,,,0.004,,93.0,34.45,,,10.03,,,,,,7.67
203,2002-04-08T09:01:00,468380,101980,ESTUARINE WATER,0.018000000000000002,,,,,,0.149,,0.004,,,0.153,,,0.01,,94.8,34.45,,,10.18,,,,,,7.66
204,2002-04-08T09:17:00,467500,104000,ESTUARINE WATER,0.04,,,,,,0.14300000000000002,,0.004,,,0.147,,,0.002,,90.5,34.23,,,10.15,,,,,,7.73
205,2002-04-08T09:40:00,470300,102000,ESTUARINE WATER,0.03,,,,,,0.124,,0.005,,,0.129,,,0.009000000000000001,,92.4,34.41,,,10.06,,,,,,7.72
206,2002-04-08T09:52:00,471800,104300,ESTUARINE WATER,0.011,,,,,,0.158,,0.004,,,0.162,,,0.003,,85.9,33.88,,,10.15,,,,,,7.75
207,2002-04-08T10:02:00,470300,104550,ESTUARINE WATER,0.018000000000000002,,,,,,0.224,,0.005,,,0.229,,,0.004,,92.6,34.32,,,10.16,,,,,,7.76
208,2002-04-08T10:10:00,470600,103800,ESTUARINE WATER,0.023,,,,,,0.172,,0.005,,,0.177,,,0.003,,95.4,34.22,,,10.2,,,,,,7.77
209,2002-04-09T10:54:00,470680,105280,FINAL SEWAGE EFFLUENT,38.0,,13.1,,,,0.9,,0.1,,,1.0,,,5.21,,,,,,14.56,,,,,,7.34
210,2002-04-09T11:12:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.04,,1.8,,,,1.6,,0.0202,,,1.62,,,0.051,,157.1,,,,9.19,,,,,,8.98
211,2002-04-09T13:22:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.3,,,,6.33,,0.004,,,6.33,,,0.035,,95.2,,,,11.6,,,,,,7.77
212,2002-04-15T13:26:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07
213,2002-05-03T12:03:00,470680,105280,FINAL SEWAGE EFFLUENT,31.7,,8.7,,,,0.9,,0.1,,,1.0,,,3.43,,,,,,15.49,,,,,,6.87
214,2002-05-03T12:24:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.037000000000000005,,2.1,,,,2.12,,0.0635,,,2.18,,,0.139,,150.9,,,,15.39,,,,,,8.4
215,2002-05-03T13:49:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,6.23,,0.004,,,6.23,,,0.032,,96.0,,,,11.84,,,,,,7.33
216,2002-05-07T08:17:00,468670,99700,ESTUARINE WATER,0.067,,,,,,0.196,,0.005,,,0.201,,,0.016,,94.4,34.11,,,11.69,,,,,,7.37
217,2002-05-07T08:33:00,469000,101200,ESTUARINE WATER,0.019,,,,,,0.105,,0.003,,,0.108,,,0.011,,88.9,34.12,,,11.78,,,,,,7.48
218,2002-05-07T08:38:00,468380,101980,ESTUARINE WATER,0.048,,,,,,0.14400000000000002,,0.004,,,0.14800000000000002,,,0.015,,91.0,34.11,,,11.73,,,,,,7.51
219,2002-05-07T08:53:00,467500,104000,ESTUARINE WATER,0.035,,,,,,0.162,,0.003,,,0.165,,,0.011,,82.8,33.63,,,11.85,,,,,,7.63
220,2002-05-07T09:10:00,470300,102000,ESTUARINE WATER,0.02,,,,,,0.131,,0.006999999999999999,,,0.138,,,0.018000000000000002,,84.9,33.98,,,11.7,,,,,,7.6
221,2002-05-07T09:19:00,471800,104300,ESTUARINE WATER,0.035,,,,,,0.183,,0.004,,,0.187,,,0.017,,94.4,33.28,,,12.0,,,,,,7.65
222,2002-05-07T09:24:00,470300,104550,ESTUARINE WATER,0.034,,,,,,0.232,,0.004,,,0.236,,,0.009000000000000001,,83.4,31.94,,,11.8,,,,,,7.68
223,2002-05-07T09:28:00,470600,103800,ESTUARINE WATER,0.043,,,,,,0.179,,0.005,,,0.184,,,0.01,,81.1,33.55,,,11.9,,,,,,7.65
224,2002-05-09T10:54:00,474130,85280,SEA WATER,0.113,,,,,,0.328,,0.003,,,0.331,,,0.064,,95.4,34.781,,,11.92,,,,,,8.03
225,2002-05-09T11:53:00,483000,85500,SEA WATER,0.058,,,,,,0.368,,0.016,,,0.384,,,0.153,,104.0,34.78,,,12.12,,,,,,8.13
226,2002-05-14T12:00:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.13
227,2002-05-16T12:43:00,470680,105280,FINAL SEWAGE EFFLUENT,32.4,,5.8,,,,0.9,,0.1,,,1.0,,,3.15,,,,,,18.01,,,,,,7.39
228,2002-05-16T14:02:00,464200,96000,SEA WATER,0.07200000000000001,,1.0,,,,0.062,,0.002,,,0.064,,,0.049,,102.8,34.44,,,12.99,,,,,,8.15
229,2002-06-06T08:05:00,468670,99700,ESTUARINE WATER,0.024,,,,,,0.092,,0.003,,,0.095,,,0.013,,94.0,34.14,,,14.67,,,,,,7.85
230,2002-06-06T08:15:00,469000,101200,ESTUARINE WATER,0.019,,,,,,0.078,,0.003,,,0.081,,,0.009000000000000001,,89.1,34.16,,,14.59,,,,,,7.88
231,2002-06-06T08:20:00,468380,101980,ESTUARINE WATER,0.027000000000000003,,,,,,0.084,,0.003,,,0.087,,,0.01,,95.3,34.14,,,14.66,,,,,,7.88
232,2002-06-06T09:00:00,470300,102000,ESTUARINE WATER,0.023,,,,,,0.075,,0.003,,,0.078,,,0.006,,85.6,33.91,,,14.59,,,,,,7.99
233,2002-06-06T09:10:00,471800,104300,ESTUARINE WATER,0.026,,,,,,0.054000000000000006,,0.003,,,0.057,,,0.004,,87.6,33.78,,,15.06,,,,,,8.07
234,2002-06-06T09:15:00,470300,104550,ESTUARINE WATER,0.022,,,,,,0.069,,0.004,,,0.073,,,0.004,,90.2,33.36,,,15.36,,,,,,8.12
235,2002-06-06T09:25:00,470600,103800,ESTUARINE WATER,0.015,,,,,,0.045,,0.002,,,0.047,,,0.004,,92.3,33.58,,,15.15,,,,,,8.11
236,2002-06-06T09:50:00,467500,104000,ESTUARINE WATER,0.02,,,,,,0.068,,0.002,,,0.07,,,0.015,,92.0,34.01,,,14.6,,,,,,8.0
237,2002-06-07T12:29:00,470680,105280,FINAL SEWAGE EFFLUENT,22.5,,12.1,,,,0.9,,0.1,,,1.0,,,1.71,,,,,,15.84,,,,,,7.28
238,2002-06-07T12:52:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.125,,2.0,,,,1.85,,0.0462,,,1.9,,,0.134,,81.1,,,,13.62,,,,,,7.74
239,2002-06-07T14:29:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.078,,1.2,,,,4.81,,0.0299,,,4.84,,,0.051,,86.3,,,,12.07,,,,,,7.58
240,2002-06-13T14:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,
241,2002-06-25T10:04:00,464200,96000,SEA WATER,0.025,,,,,,0.033,,0.002,,,0.035,,,0.004,,106.2,34.37,,,16.73,,,,,,8.18
242,2002-06-26T07:16:00,474130,85280,SEA WATER,0.027000000000000003,,,,,,0.041,,0.004,,,0.045,,,0.01,,103.8,34.58,,,16.3,,,,,,8.1
243,2002-06-26T07:34:00,483000,85500,SEA WATER,0.016,,,,,,0.009000000000000001,,0.001,,,0.01,,,0.006999999999999999,,105.7,33.5,,,16.69,,,,,,8.18
244,2002-06-27T09:43:00,470680,105280,FINAL SEWAGE EFFLUENT,39.4,,14.6,,,,0.9,,0.1,,,1.0,,,4.54,,,,,,18.41,,,,,,7.21
245,2002-06-27T10:35:00,470680,105280,FINAL SEWAGE EFFLUENT,,,42.3,,,,,,,,,,,,,,,,,,,,,,,,
246,2002-07-02T18:25:00,468670,99700,ESTUARINE WATER,0.026,,,,,,0.188,,0.002,,,0.19,,,0.01,,95.2,33.25,,,17.17,,,,,,8.0
247,2002-07-02T18:29:00,469000,101200,ESTUARINE WATER,0.019,,,,,,0.014,,0.002,,,0.016,,,0.008,,94.6,34.17,,,17.05,,,,,,8.04
248,2002-07-02T18:34:00,468380,101980,ESTUARINE WATER,0.017,,,,,,0.015,,0.002,,,0.017,,,0.008,,96.1,34.2,,,17.09,,,,,,8.07
249,2002-07-02T18:48:00,467500,104000,ESTUARINE WATER,0.012,,,,,,0.012,,0.001,,,0.013,,,0.006999999999999999,,91.8,33.87,,,16.65,,,,,,8.08
250,2002-07-02T19:05:00,470300,102000,ESTUARINE WATER,0.012,,,,,,0.012,,0.002,,,0.014,,,0.008,,98.1,34.09,,,16.99,,,,,,8.09
251,2002-07-02T19:12:00,471800,104300,ESTUARINE WATER,0.013,,,,,,0.038,,0.003,,,0.041,,,0.009000000000000001,,94.2,33.16,,,16.38,,,,,,8.08
252,2002-07-02T19:16:00,470300,104550,ESTUARINE WATER,0.023,,,,,,0.023,,0.003,,,0.026,,,0.011,,94.0,33.26,,,16.38,,,,,,8.08
253,2002-07-02T19:21:00,470600,103800,ESTUARINE WATER,0.018000000000000002,,,,,,0.013,,0.002,,,0.015,,,0.009000000000000001,,91.8,33.5,,,16.49,,,,,,8.07
254,2002-07-03T11:05:00,470680,105280,FINAL SEWAGE EFFLUENT,14.3,,24.4,,,,0.9,,0.1,,,1.0,,,1.35,,,,,,17.0,,,,,,7.47
255,2002-07-03T11:27:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.294,,4.2,,,,1.54,,0.0467,,,1.59,,,0.194,,86.9,,,,15.43,,,,,,7.68
256,2002-07-03T13:36:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.4,,,,3.51,,0.0171,,,3.53,,,0.086,,87.1,,,,13.86,,,,,,7.39
257,2002-07-11T14:08:00,483000,85500,SEA WATER,0.006,,,,,,0.023,,0.002,,,0.025,,,0.003,,99.7,34.45,,,16.44,,,,,,8.15
258,2002-07-13T10:45:00,470680,105280,FINAL SEWAGE EFFLUENT,,,16.19,,,,,,,,,,,,,,,,,,,,,,,,
259,2002-07-17T13:04:00,474130,85280,SEA WATER,0.028,,,,,,0.005,,0.001,,,0.006,,,0.003,,98.2,34.73,,,17.29,,,,,,8.16
260,2002-07-17T13:58:00,464200,96000,SEA WATER,0.023,,,,,,0.006999999999999999,,0.002,,,0.009000000000000001,,,0.006999999999999999,,99.4,34.52,,,18.01,,,,,,8.16
261,2002-07-24T12:05:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14
262,2002-07-30T09:50:00,483000,85500,SEA WATER,0.041,,,,,,0.004,,0.001,,,0.005,,,0.006999999999999999,,105.4,34.64,,,19.23,,,,,,8.16
263,2002-07-31T09:25:00,470680,105280,FINAL SEWAGE EFFLUENT,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,
264,2002-08-01T11:52:00,470680,105280,FINAL SEWAGE EFFLUENT,39.9,,10.0,,,,1.4,,0.1,,,1.5,,,3.64,,,,,,20.27,,,,,,6.93
265,2002-08-01T12:09:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,1.2,,,,1.84,,0.0313,,,1.87,,,0.248,,174.0,,,,18.03,,,,,,8.4
266,2002-08-01T13:38:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,5.62,,0.0051,,,5.63,,,0.026,,97.6,,,,13.01,,,,,,7.29
267,2002-08-05T08:23:00,468670,99700,ESTUARINE WATER,0.038,,,,,,0.005,,0.001,,,0.006,,,0.008,,,34.93,,,19.24,,,,,,7.61
268,2002-08-05T08:23:00,469000,101200,ESTUARINE WATER,0.037000000000000005,,,,,,0.006,,0.002,,,0.008,,,0.006999999999999999,,91.2,34.96,,,19.21,,,,,,7.67
269,2002-08-05T08:40:00,468380,101980,ESTUARINE WATER,0.033,,,,,,0.006,,0.001,,,0.006999999999999999,,,0.006999999999999999,,102.6,34.95,,,19.09,,,,,,7.66
270,2002-08-05T09:01:00,467500,104000,ESTUARINE WATER,0.037000000000000005,,,,,,0.006,,0.001,,,0.006999999999999999,,,0.006999999999999999,,102.5,34.84,,,19.55,,,,,,7.73
271,2002-08-05T09:25:00,470300,102000,ESTUARINE WATER,0.06,,,,,,0.027000000000000003,,0.002,,,0.029,,,0.006999999999999999,,87.1,34.93,,,19.2,,,,,,7.71
272,2002-08-05T09:34:00,471800,104300,ESTUARINE WATER,0.053,,,,,,0.01,,0.001,,,0.011,,,0.006999999999999999,,,34.53,,,19.88,,,,,,7.8
273,2002-08-05T09:43:00,470300,104550,ESTUARINE WATER,0.054000000000000006,,,,,,0.042,,0.002,,,0.044,,,0.005,,111.0,33.66,,,19.96,,,,,,7.82
274,2002-08-05T09:51:00,470600,103800,ESTUARINE WATER,0.052000000000000005,,,,,,0.005,,0.001,,,0.006,,,0.006999999999999999,,105.9,34.53,,,19.96,,,,,,7.8
275,2002-08-05T19:46:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16
276,2002-08-06T10:28:00,470680,105280,FINAL SEWAGE EFFLUENT,35.0,,6.5,,,,0.9,,0.1,,,1.0,,,4.36,,,,,,20.7,,,,,,7.2
277,2002-08-13T13:05:00,470680,105280,FINAL SEWAGE EFFLUENT,,,13.29,,,,,,,,,,,,,,,,,,,,,,,,
278,2002-08-14T14:01:00,464200,96000,SEA WATER,0.07,,1.0,,,,0.009000000000000001,,0.003,,,0.012,,,0.005,,94.0,34.72,,,19.05,,,,,,8.08
279,2002-08-29T12:48:00,464200,96000,SEA WATER,0.006999999999999999,,,,,,0.014,,0.004,,,0.018000000000000002,,,0.008,,100.2,34.69,,,19.56,,,,,,8.09
280,2002-08-30T10:35:00,470680,105280,FINAL SEWAGE EFFLUENT,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,
281,2002-09-03T10:55:00,470680,105280,FINAL SEWAGE EFFLUENT,38.9,,18.3,,,,0.9,,0.1,,,1.0,,,5.24,,,,,,20.47,,,,,,7.36
282,2002-09-03T11:48:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.03,,2.0,,,,2.4,,0.0512,,,2.45,,,0.35,,206.3,,,,18.57,,,,,,8.85
283,2002-09-03T13:31:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.1,,,,5.37,,0.0051,,,5.38,,,0.025,,98.9,,,,13.73,,,,,,7.86
284,2002-09-06T09:15:00,474130,85280,SEA WATER,0.07,,,,,,0.133,,0.005,,,0.138,,,0.015,,91.1,34.99,,,19.08,,,,,,8.0
285,2002-09-06T09:40:00,466500,93300,ESTUARINE WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,8.01
286,2002-09-10T08:10:00,474130,85280,SEA WATER,0.07,,,,,,0.191,,0.003,,,0.194,,,0.005,,94.1,34.94,,,18.35,,,,,,8.03
287,2002-09-10T08:35:00,483000,85500,SEA WATER,0.015,,,,,,0.223,,0.006,,,0.229,,,0.009000000000000001,,93.0,34.81,,,17.93,,,,,,8.02
288,2002-09-12T11:20:00,470680,105280,FINAL SEWAGE EFFLUENT,,,13.65,,,,,,,,,,,,,,,,,,,,,,,,
289,2002-09-14T10:02:00,470680,105280,FINAL SEWAGE EFFLUENT,27.8,,15.8,,,,0.9,,0.1,,,1.0,,,3.77,,,,,,19.31,,,,,,7.06
290,2002-09-17T08:49:00,468670,99700,ESTUARINE WATER,0.01,,,,,,0.153,,0.004,,,0.157,,,0.014,,101.2,34.9,,,17.84,,,,,,7.77
291,2002-09-17T09:00:00,469000,101200,ESTUARINE WATER,0.009000000000000001,,,,,,0.01,,0.002,,,0.012,,,0.009000000000000001,,99.1,34.89,,,17.76,,,,,,7.76
292,2002-09-17T09:08:00,468380,101980,ESTUARINE WATER,0.01,,,,,,0.016,,0.003,,,0.019,,,0.01,,99.7,34.88,,,17.33,,,,,,7.79
293,2002-09-17T09:53:00,470300,102000,ESTUARINE WATER,0.012,,,,,,0.018000000000000002,,0.002,,,0.02,,,0.003,,106.2,34.8,,,17.54,,,,,,7.85
294,2002-09-17T10:06:00,471800,104300,ESTUARINE WATER,0.011,,,,,,0.004,,0.002,,,0.006,,,0.003,,97.7,34.38,,,17.0,,,,,,7.85
295,2002-09-17T10:15:00,470300,104550,ESTUARINE WATER,0.018000000000000002,,,,,,0.019,,0.002,,,0.021,,,0.005,,100.8,34.47,,,17.17,,,,,,7.85
296,2002-09-17T10:23:00,470600,103800,ESTUARINE WATER,0.013,,,,,,0.018000000000000002,,0.002,,,0.02,,,0.005,,102.9,34.72,,,17.41,,,,,,7.84
297,2002-09-17T11:53:00,467500,104000,ESTUARINE WATER,0.008,,,,,,0.001,,0.002,,,0.003,,,0.004,,102.0,34.79,,,17.69,,,,,,7.88
298,2002-09-25T11:17:00,470680,105280,FINAL SEWAGE EFFLUENT,28.2,,13.2,,,,0.9,,0.1,,,1.0,,,3.12,,,,,,19.0,,,,,,7.18
299,2002-09-25T11:52:00,471073,106778,RIVER / RUNNING SURFACE WATER,0.039,,7.6,,,,3.56,,0.0508,,,3.61,,,0.235,,106.8,,,,14.58,,,,,,8.96
300,2002-09-25T14:06:00,471507,105709,RIVER / RUNNING SURFACE WATER,0.03,,1.0,,,,5.46,,0.0055,,,5.47,,,0.02,,101.0,,,,12.71,,,,,,7.98
301,2002-09-28T09:20:00,470680,105280,FINAL SEWAGE EFFLUENT,,,12.24,,,,,,,,,,,,,,,,,,,,,,,,
302,2002-10-02T08:00:00,468670,99700,ESTUARINE WATER,0.01,,,,,,0.031,,0.006,,,0.037000000000000005,,,0.003,,81.4,35.27,,,16.55,,,,,,8.01
303,2002-10-02T08:05:00,469000,101200,ESTUARINE WATER,0.009000000000000001,,,,,,0.001,,0.005,,,0.006,,,0.005,,90.2,35.21,,,16.56,,,,,,8.01
304,2002-10-02T08:12:00,468380,101980,ESTUARINE WATER,0.017,,,,,,0.014,,0.002,,,0.016,,,0.005,,81.4,35.26,,,16.53,,,,,,8.01
305,2002-10-02T08:21:00,467500,104000,ESTUARINE WATER,0.004,,,,,,0.006999999999999999,,0.006,,,0.013,,,0.004,,81.0,35.21,,,16.5,,,,,,8.03
306,2002-10-02T08:43:00,470300,102000,ESTUARINE WATER,0.004,,,,,,0.006,,0.006,,,0.012,,,0.213,,85.0,35.25,,,16.52,,,,,,8.03
307,2002-10-02T08:53:00,471800,104300,ESTUARINE WATER,0.018000000000000002,,,,,,0.006,,0.006999999999999999,,,0.013,,,0.016,,80.1,35.06,,,16.15,,,,,,8.07
308,2002-10-02T09:03:00,470300,104550,ESTUARINE WATER,0.006999999999999999,,,,,,0.0,,0.006999999999999999,,,0.006999999999999999,,,0.004,,81.7,34.34,,,16.17,,,,,,8.1
309,2002-10-02T09:13:00,470600,103800,ESTUARINE WATER,0.011,,,,,,0.0,,0.004,,,0.004,,,0.006999999999999999,,85.9,35.0,,,16.14,,,,,,8.08
