Data supplied by UK-AIR on 8/9/2010
All Data GMT hour ending  NB:  Upto 07/07/2008 PM10 were measured with a Standard TEOM, from 01/01/2008 PM10 were measured with a VCM TEOM
Status: R =Ratified P=Provisional,P*=As supplied
,,Portsmouth,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM10 particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Non-volatile PM10 (Hourly measured)",status,unit,"Non-volatile PM2.5 (Hourly measured)",status,unit,"Ozone",status,unit,"PM2.5 particulate matter (Hourly measured)",status,unit,"Volatile PM10 (Hourly measured)",status,unit,"Volatile PM2.5 (Hourly measured)",status,unit
 
01-01-2008,01:00,13,R,ugm-3 (VCM),1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,40,R,ugm-3,,,,,,,,,
01-01-2008,02:00,26,R,ugm-3 (VCM),1,R,ugm-3,13,R,ugm-3,15,R,ugm-3,,,,,,,52,R,ugm-3,,,,,,,,,
01-01-2008,03:00,30,R,ugm-3 (VCM),8,R,ugm-3,52,R,ugm-3,63,R,ugm-3,,,,,,,12,R,ugm-3,,,,,,,,,
01-01-2008,04:00,24,R,ugm-3 (VCM),8,R,ugm-3,53,R,ugm-3,65,R,ugm-3,,,,,,,6,R,ugm-3,,,,,,,,,
01-01-2008,05:00,12,R,ugm-3 (VCM),1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,24,R,ugm-3,,,,,,,,,
01-01-2008,06:00,13,R,ugm-3 (VCM),1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,24,R,ugm-3,,,,,,,,,
01-01-2008,07:00,16,R,ugm-3 (VCM),3,R,ugm-3,34,R,ugm-3,38,R,ugm-3,,,,,,,14,R,ugm-3,,,,,,,,,
01-01-2008,08:00,14,R,ugm-3 (VCM),9,R,ugm-3,44,R,ugm-3,57,R,ugm-3,,,,,,,2,R,ugm-3,,,,,,,,,
01-01-2008,09:00,15,R,ugm-3 (VCM),3,R,ugm-3,29,R,ugm-3,32,R,ugm-3,,,,,,,14,R,ugm-3,,,,,,,,,
01-01-2008,10:00,19,R,ugm-3 (VCM),25,R,ugm-3,40,R,ugm-3,78,R,ugm-3,,,,,,,8,R,ugm-3,,,,,,,,,
01-01-2008,11:00,19,R,ugm-3 (VCM),4,R,ugm-3,29,R,ugm-3,34,R,ugm-3,,,,,,,30,R,ugm-3,,,,,,,,,
01-01-2008,12:00,14,R,ugm-3 (VCM),9,R,ugm-3,38,R,ugm-3,52,R,ugm-3,,,,,,,26,R,ugm-3,,,,,,,,,
01-01-2008,13:00,13,R,ugm-3 (VCM),4,R,ugm-3,31,R,ugm-3,36,R,ugm-3,,,,,,,40,R,ugm-3,,,,,,,,,
01-01-2008,14:00,18,R,ugm-3 (VCM),1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,,,,,,,60,R,ugm-3,,,,,,,,,
01-01-2008,15:00,13,R,ugm-3 (VCM),1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,52,R,ugm-3,,,,,,,,,
01-01-2008,16:00,13,R,ugm-3 (VCM),1,R,ugm-3,15,R,ugm-3,17,R,ugm-3,,,,,,,58,R,ugm-3,,,,,,,,,
01-01-2008,17:00,11,R,ugm-3 (VCM),1,R,ugm-3,25,R,ugm-3,27,R,ugm-3,,,,,,,52,R,ugm-3,,,,,,,,,
01-01-2008,18:00,20,R,ugm-3 (VCM),3,R,ugm-3,48,R,ugm-3,52,R,ugm-3,,,,,,,30,R,ugm-3,,,,,,,,,
01-01-2008,19:00,83,R,ugm-3 (VCM),5,R,ugm-3,50,R,ugm-3,57,R,ugm-3,,,,,,,20,R,ugm-3,,,,,,,,,
01-01-2008,20:00,27,R,ugm-3 (VCM),3,R,ugm-3,36,R,ugm-3,40,R,ugm-3,,,,,,,26,R,ugm-3,,,,,,,,,
01-01-2008,21:00,28,R,ugm-3 (VCM),8,R,ugm-3,50,R,ugm-3,61,R,ugm-3,,,,,,,10,R,ugm-3,,,,,,,,,
01-01-2008,22:00,23,R,ugm-3 (VCM),5,R,ugm-3,38,R,ugm-3,46,R,ugm-3,,,,,,,16,R,ugm-3,,,,,,,,,
01-01-2008,23:00,23,R,ugm-3 (VCM),3,R,ugm-3,36,R,ugm-3,40,R,ugm-3,,,,,,,24,R,ugm-3,,,,,,,,,
01-01-2008,24:00,17,R,ugm-3 (VCM),4,R,ugm-3,40,R,ugm-3,46,R,ugm-3,,,,,,,20,R,ugm-3,,,,,,,,,
02-01-2008,01:00,15,R,ugm-3 (VCM),1,R,ugm-3,8,R,ugm-3,10,R,ugm-3,,,,,,,48,R,ugm-3,,,,,,,,,
02-01-2008,02:00,15,R,ugm-3 (VCM),0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,52,R,ugm-3,,,,,,,,,
02-01-2008,03:00,20,R,ugm-3 (VCM),0,R,ugm-3,8,R,ugm-3,8,R,ugm-3,,,,,,,44,R,ugm-3,,,,,,,,,
02-01-2008,04:00,20,R,ugm-3 (VCM),0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,44,R,ugm-3,,,,,,,,,
02-01-2008,05:00,23,R,ugm-3 (VCM),0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,48,R,ugm-3,,,,,,,,,
02-01-2008,06:00,23,R,ugm-3 (VCM),0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,42,R,ugm-3,,,,,,,,,
02-01-2008,07:00,22,R,ugm-3 (VCM),1,R,ugm-3,11,R,ugm-3,13,R,ugm-3,,,,,,,36,R,ugm-3,,,,,,,,,
02-01-2008,08:00,22,R,ugm-3 (VCM),1,R,ugm-3,4,R,ugm-3,6,R,ugm-3,,,,,,,46,R,ugm-3,,,,,,,,,
02-01-2008,09:00,20,R,ugm-3 (VCM),3,R,ugm-3,6,R,ugm-3,10,R,ugm-3,,,,,,,52,R,ugm-3,,,,,,,,,
02-01-2008,10:00,19,R,ugm-3 (VCM),3,R,ugm-3,8,R,ugm-3,11,R,ugm-3,,,,,,,50,R,ugm-3,,,,,,,,,
02-01-2008,11:00,21,R,ugm-3 (VCM),3,R,ugm-3,6,R,ugm-3,10,R,ugm-3,,,,,,,48,R,ugm-3,,,,,,,,,
02-01-2008,12:00,22,R,ugm-3 (VCM),4,R,ugm-3,6,R,ugm-3,11,R,ugm-3,,,,,,,44,R,ugm-3,,,,,,,,,
02-01-2008,13:00,22,R,ugm-3 (VCM),5,R,ugm-3,10,R,ugm-3,17,R,ugm-3,,,,,,,38,R,ugm-3,,,,,,,,,
02-01-2008,14:00,23,R,ugm-3 (VCM),5,R,ugm-3,11,R,ugm-3,19,R,ugm-3,,,,,,,38,R,ugm-3,,,,,,,,,
02-01-2008,15:00,25,R,ugm-3 (VCM),6,R,ugm-3,15,R,ugm-3,25,R,ugm-3,,,,,,,36,R,ugm-3,,,,,,,,,
02-01-2008,16:00,22,R,ugm-3 (VCM),4,R,ugm-3,13,R,ugm-3,19,R,ugm-3,,,,,,,42,R,ugm-3,,,,,,,,,
02-01-2008,17:00,18,R,ugm-3 (VCM),4,R,ugm-3,17,R,ugm-3,23,R,ugm-3,,,,,,,46,R,ugm-3,,,,,,,,,
02-01-2008,18:00,28,R,ugm-3 (VCM),4,R,ugm-3,21,R,ugm-3,27,R,ugm-3,,,,,,,34,R,ugm-3,,,,,,,,,
02-01-2008,19:00,29,R,ugm-3 (VCM),8,R,ugm-3,32,R,ugm-3,44,R,ugm-3,,,,,,,22,R,ugm-3,,,,,,,,,
02-01-2008,20:00,27,R,ugm-3 (VCM),6,R,ugm-3,38,R,ugm-3,48,R,ugm-3,,,,,,,22,R,ugm-3,,,,,,,,,
02-01-2008,21:00,27,R,ugm-3 (VCM),4,R,ugm-3,29,R,ugm-3,34,R,ugm-3,,,,,,,28,R,ugm-3,,,,,,,,,
02-01-2008,22:00,27,R,ugm-3 (VCM),3,R,ugm-3,27,R,ugm-3,31,R,ugm-3,,,,,,,26,R,ugm-3,,,,,,,,,
02-01-2008,23:00,28,R,ugm-3 (VCM),3,R,ugm-3,29,R,ugm-3,32,R,ugm-3,,,,,,,22,R,ugm-3,,,,,,,,,
02-01-2008,24:00,28,R,ugm-3 (VCM),3,R,ugm-3,27,R,ugm-3,31,R,ugm-3,,,,,,,22,R,ugm-3,,,,,,,,,
03-01-2008,01:00,28,R,ugm-3 (VCM),3,R,ugm-3,23,R,ugm-3,27,R,ugm-3,,,,,,,24,R,ugm-3,,,,,,,,,
03-01-2008,02:00,25,R,ugm-3 (VCM),1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,26,R,ugm-3,,,,,,,,,
03-01-2008,03:00,26,R,ugm-3 (VCM),1,R,ugm-3,13,R,ugm-3,15,R,ugm-3,,,,,,,30,R,ugm-3,,,,,,,,,
03-01-2008,04:00,25,R,ugm-3 (VCM),1,R,ugm-3,10,R,ugm-3,11,R,ugm-3,,,,,,,34,R,ugm-3,,,,,,,,,
03-01-2008,05:00,25,R,ugm-3 (VCM),1,R,ugm-3,10,R,ugm-3,11,R,ugm-3,,,,,,,34,R,ugm-3,,,,,,,,,
03-01-2008,06:00,23,R,ugm-3 (VCM),3,R,ugm-3,8,R,ugm-3,11,R,ugm-3,,,,,,,38,R,ugm-3,,,,,,,,,
03-01-2008,07:00,22,R,ugm-3 (VCM),3,R,ugm-3,10,R,ugm-3,13,R,ugm-3,,,,,,,36,R,ugm-3,,,,,,,,,
03-01-2008,08:00,26,R,ugm-3 (VCM),8,R,ugm-3,23,R,ugm-3,34,R,ugm-3,,,,,,,28,R,ugm-3,,,,,,,,,
03-01-2008,09:00,29,R,ugm-3 (VCM),16,R,ugm-3,34,R,ugm-3,59,R,ugm-3,,,,,,,18,R,ugm-3,,,,,,,,,
03-01-2008,10:00,29,R,ugm-3 (VCM),25,R,ugm-3,36,R,ugm-3,74,R,ugm-3,,,,,,,20,R,ugm-3,,,,,,,,,
03-01-2008,11:00,31,R,ugm-3 (VCM),16,R,ugm-3,34,R,ugm-3,59,R,ugm-3,,,,,,,18,R,ugm-3,,,,,,,,,
03-01-2008,12:00,32,R,ugm-3 (VCM),23,R,ugm-3,31,R,ugm-3,65,R,ugm-3,,,,,,,18,R,ugm-3,,,,,,,,,
03-01-2008,13:00,30,R,ugm-3 (VCM),18,R,ugm-3,29,R,ugm-3,55,R,ugm-3,,,,,,,18,R,ugm-3,,,,,,,,,
03-01-2008,14:00,29,R,ugm-3 (VCM),21,R,ugm-3,32,R,ugm-3,65,R,ugm-3,,,,,,,18,R,ugm-3,,,,,,,,,
03-01-2008,15:00,29,R,ugm-3 (VCM),20,R,ugm-3,34,R,ugm-3,65,R,ugm-3,,,,,,,14,R,ugm-3,,,,,,,,,
03-01-2008,16:00,28,R,ugm-3 (VCM),20,R,ugm-3,34,R,ugm-3,65,R,ugm-3,,,,,,,16,R,ugm-3,,,,,,,,,
03-01-2008,17:00,26,R,ugm-3 (VCM),28,R,ugm-3,38,R,ugm-3,80,R,ugm-3,,,,,,,12,R,ugm-3,,,,,,,,,
03-01-2008,18:00,27,R,ugm-3 (VCM),25,R,ugm-3,38,R,ugm-3,76,R,ugm-3,,,,,,,8,R,ugm-3,,,,,,,,,
03-01-2008,19:00,31,R,ugm-3 (VCM),21,R,ugm-3,36,R,ugm-3,69,R,ugm-3,,,,,,,6,R,ugm-3,,,,,,,,,
03-01-2008,20:00,34,R,ugm-3 (VCM),16,R,ugm-3,36,R,ugm-3,61,R,ugm-3,,,,,,,6,R,ugm-3,,,,,,,,,
03-01-2008,21:00,35,R,ugm-3 (VCM),14,R,ugm-3,32,R,ugm-3,53,R,ugm-3,,,,,,,6,R,ugm-3,,,,,,,,,
03-01-2008,22:00,37,R,ugm-3 (VCM),15,R,ugm-3,36,R,ugm-3,59,R,ugm-3,,,,,,,4,R,ugm-3,,,,,,,,,
03-01-2008,23:00,35,R,ugm-3 (VCM),10,R,ugm-3,32,R,ugm-3,48,R,ugm-3,,,,,,,6,R,ugm-3,,,,,,,,,
03-01-2008,24:00,35,R,ugm-3 (VCM),10,R,ugm-3,31,R,ugm-3,46,R,ugm-3,,,,,,,6,R,ugm-3,,,,,,,,,
04-01-2008,01:00,35,R,ugm-3 (VCM),8,R,ugm-3,32,R,ugm-3,44,R,ugm-3,,,,,,,6,R,ugm-3,,,,,,,,,
04-01-2008,02:00,37,R,ugm-3 (VCM),5,R,ugm-3,29,R,ugm-3,36,R,ugm-3,,,,,,,8,R,ugm-3,,,,,,,,,
04-01-2008,03:00,36,R,ugm-3 (VCM),4,R,ugm-3,31,R,ugm-3,36,R,ugm-3,,,,,,,6,R,ugm-3,,,,,,,,,
04-01-2008,04:00,35,R,ugm-3 (VCM),5,R,ugm-3,29,R,ugm-3,36,R,ugm-3,,,,,,,8,R,ugm-3,,,,,,,,,
04-01-2008,05:00,34,R,ugm-3 (VCM),3,R,ugm-3,23,R,ugm-3,27,R,ugm-3,,,,,,,12,R,ugm-3,,,,,,,,,
04-01-2008,06:00,32,R,ugm-3 (VCM),3,R,ugm-3,21,R,ugm-3,25,R,ugm-3,,,,,,,14,R,ugm-3,,,,,,,,,
04-01-2008,07:00,32,R,ugm-3 (VCM),11,R,ugm-3,29,R,ugm-3,46,R,ugm-3,,,,,,,8,R,ugm-3,,,,,,,,,
04-01-2008,08:00,34,R,ugm-3 (VCM),33,R,ugm-3,38,R,ugm-3,88,R,ugm-3,,,,,,,2,R,ugm-3,,,,,,,,,
04-01-2008,09:00,32,R,ugm-3 (VCM),21,R,ugm-3,32,R,ugm-3,65,R,ugm-3,,,,,,,4,R,ugm-3,,,,,,,,,
04-01-2008,10:00,36,R,ugm-3 (VCM),34,R,ugm-3,40,R,ugm-3,92,R,ugm-3,,,,,,,2,R,ugm-3,,,,,,,,,
04-01-2008,11:00,36,R,ugm-3 (VCM),23,R,ugm-3,32,R,ugm-3,67,R,ugm-3,,,,,,,14,R,ugm-3,,,,,,,,,
04-01-2008,12:00,25,R,ugm-3 (VCM),8,R,ugm-3,27,R,ugm-3,38,R,ugm-3,,,,,,,28,R,ugm-3,,,,,,,,,
04-01-2008,13:00,30,R,ugm-3 (VCM),5,R,ugm-3,19,R,ugm-3,27,R,ugm-3,,,,,,,38,R,ugm-3,,,,,,,,,
04-01-2008,14:00,31,R,ugm-3 (VCM),4,R,ugm-3,17,R,ugm-3,23,R,ugm-3,,,,,,,44,R,ugm-3,,,,,,,,,
04-01-2008,15:00,29,R,ugm-3 (VCM),3,R,ugm-3,19,R,ugm-3,23,R,ugm-3,,,,,,,42,R,ugm-3,,,,,,,,,
04-01-2008,16:00,26,R,ugm-3 (VCM),3,R,ugm-3,19,R,ugm-3,23,R,ugm-3,,,,,,,44,R,ugm-3,,,,,,,,,
04-01-2008,17:00,25,R,ugm-3 (VCM),1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,44,R,ugm-3,,,,,,,,,
04-01-2008,18:00,22,R,ugm-3 (VCM),1,R,ugm-3,15,R,ugm-3,17,R,ugm-3,,,,,,,46,R,ugm-3,,,,,,,,,
04-01-2008,19:00,20,R,ugm-3 (VCM),3,R,ugm-3,19,R,ugm-3,23,R,ugm-3,,,,,,,42,R,ugm-3,,,,,,,,,
04-01-2008,20:00,19,R,ugm-3 (VCM),1,R,ugm-3,21,R,ugm-3,23,R,ugm-3,,,,,,,40,R,ugm-3,,,,,,,,,
04-01-2008,21:00,15,R,ugm-3 (VCM),1,R,ugm-3,8,R,ugm-3,10,R,ugm-3,,,,,,,50,R,ugm-3,,,,,,,,,
04-01-2008,22:00,15,R,ugm-3 (VCM),1,R,ugm-3,8,R,ugm-3,10,R,ugm-3,,,,,,,52,R,ugm-3,,,,,,,,,
04-01-2008,23:00,9,R,ugm-3 (VCM),1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,60,R,ugm-3,,,,,,,,,
04-01-2008,24:00,18,R,ugm-3 (VCM),1,R,ugm-3,31,R,ugm-3,32,R,ugm-3,,,,,,,56,R,ugm-3,,,,,,,,,
05-01-2008,01:00,20,R,ugm-3 (VCM),3,R,ugm-3,36,R,ugm-3,40,R,ugm-3,,,,,,,50,R,ugm-3,,,,,,,,,
05-01-2008,02:00,14,R,ugm-3 (VCM),0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,80,R,ugm-3,,,,,,,,,
05-01-2008,03:00,20,R,ugm-3 (VCM),0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,80,R,ugm-3,,,,,,,,,
05-01-2008,04:00,23,R,ugm-3 (VCM),0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,82,R,ugm-3,,,,,,,,,
05-01-2008,05:00,20,R,ugm-3 (VCM),0,R,ugm-3,0,R,ugm-3,0,R,ugm-3,,,,,,,84,R,ugm-3,,,,,,,,,
05-01-2008,06:00,19,R,ugm-3 (VCM),0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,82,R,ugm-3,,,,,,,,,
05-01-2008,07:00,23,R,ugm-3 (VCM),0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,84,R,ugm-3,,,,,,,,,
05-01-2008,08:00,10,R,ugm-3 (VCM),0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,84,R,ugm-3,,,,,,,,,
05-01-2008,09:00,12,R,ugm-3 (VCM),1,R,ugm-3,10,R,ugm-3,11,R,ugm-3,,,,,,,76,R,ugm-3,,,,,,,,,
05-01-2008,10:00,10,R,ugm-3 (VCM),1,R,ugm-3,6,R,ugm-3,8,R,ugm-3,,,,,,,82,R,ugm-3,,,,,,,,,
05-01-2008,11:00,9,R,ugm-3 (VCM),1,R,ugm-3,6,R,ugm-3,8,R,ugm-3,,,,,,,80,R,ugm-3,,,,,,,,,
05-01-2008,12:00,19,R,ugm-3 (VCM),3,R,ugm-3,13,R,ugm-3,17,R,ugm-3,,,,,,,72,R,ugm-3,,,,,,,,,
05-01-2008,13:00,15,R,ugm-3 (VCM),3,R,ugm-3,15,R,ugm-3,19,R,ugm-3,,,,,,,68,R,ugm-3,,,,,,,,,
05-01-2008,14:00,11,R,ugm-3 (VCM),3,R,ugm-3,15,R,ugm-3,19,R,ugm-3,,,,,,,68,R,ugm-3,,,,,,,,,
05-01-2008,15:00,11,R,ugm-3 (VCM),3,R,ugm-3,21,R,ugm-3,25,R,ugm-3,,,,,,,62,R,ugm-3,,,,,,,,,
05-01-2008,16:00,8,R,ugm-3 (VCM),4,R,ugm-3,25,R,ugm-3,31,R,ugm-3,,,,,,,60,R,ugm-3,,,,,,,,,
05-01-2008,17:00,14,R,ugm-3 (VCM),3,R,ugm-3,29,R,ugm-3,32,R,ugm-3,,,,,,,56,R,ugm-3,,,,,,,,,
05-01-2008,18:00,13,R,ugm-3 (VCM),6,R,ugm-3,57,R,ugm-3,67,R,ugm-3,,,,,,,24,R,ugm-3,,,,,,,,,
05-01-2008,19:00,18,R,ugm-3 (VCM),26,R,ugm-3,78,R,ugm-3,118,R,ugm-3,,,,,,,10,R,ugm-3,,,,,,,,,
05-01-2008,20:00,11,R,ugm-3 (VCM),3,R,ugm-3,34,R,ugm-3,38,R,ugm-3,,,,,,,44,R,ugm-3,,,,,,,,,
05-01-2008,21:00,10,R,ugm-3 (VCM),1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,56,R,ugm-3,,,,,,,,,
05-01-2008,22:00,11,R,ugm-3 (VCM),3,R,ugm-3,34,R,ugm-3,38,R,ugm-3,,,,,,,42,R,ugm-3,,,,,,,,,
05-01-2008,23:00,7,R,ugm-3 (VCM),4,R,ugm-3,23,R,ugm-3,29,R,ugm-3,,,,,,,58,R,ugm-3,,,,,,,,,
05-01-2008,24:00,7,R,ugm-3 (VCM),3,R,ugm-3,27,R,ugm-3,31,R,ugm-3,,,,,,,48,R,ugm-3,,,,,,,,,
06-01-2008,01:00,5,R,ugm-3 (VCM),1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,,,,,,,52,R,ugm-3,,,,,,,,,
06-01-2008,02:00,6,R,ugm-3 (VCM),0,R,ugm-3,15,R,ugm-3,15,R,ugm-3,,,,,,,58,R,ugm-3,,,,,,,,,
06-01-2008,03:00,5,R,ugm-3 (VCM),0,R,ugm-3,10,R,ugm-3,10,R,ugm-3,,,,,,,62,R,ugm-3,,,,,,,,,
06-01-2008,04:00,8,R,ugm-3 (VCM),0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,56,R,ugm-3,,,,,,,,,
06-01-2008,05:00,10,R,ugm-3 (VCM),0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,52,R,ugm-3,,,,,,,,,
06-01-2008,06:00,10,R,ugm-3 (VCM),0,R,ugm-3,13,R,ugm-3,13,R,ugm-3,,,,,,,50,R,ugm-3,,,,,,,,,
06-01-2008,07:00,11,R,ugm-3 (VCM),1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,,,,,,,44,R,ugm-3,,,,,,,,,
06-01-2008,08:00,8,R,ugm-3 (VCM),4,R,ugm-3,34,R,ugm-3,40,R,ugm-3,,,,,,,34,R,ugm-3,,,,,,,,,
06-01-2008,09:00,7,R,ugm-3 (VCM),13,R,ugm-3,52,R,ugm-3,71,R,ugm-3,,,,,,,12,R,ugm-3,,,,,,,,,
06-01-2008,10:00,12,R,ugm-3 (VCM),51,R,ugm-3,63,R,ugm-3,141,R,ugm-3,,,,,,,4,R,ugm-3,,,,,,,,,
06-01-2008,11:00,18,R,ugm-3 (VCM),140,R,ugm-3,73,R,ugm-3,287,R,ugm-3,,,,,,,4,R,ugm-3,,,,,,,,,
06-01-2008,12:00,22,R,ugm-3 (VCM),143,R,ugm-3,74,R,ugm-3,292,R,ugm-3,,,,,,,4,R,ugm-3,,,,,,,,,
06-01-2008,13:00,16,R,ugm-3 (VCM),28,R,ugm-3,40,R,ugm-3,82,R,ugm-3,,,,,,,18,R,ugm-3,,,,,,,,,
06-01-2008,14:00,24,R,ugm-3 (VCM),21,R,ugm-3,42,R,ugm-3,74,R,ugm-3,,,,,,,20,R,ugm-3,,,,,,,,,
06-01-2008,15:00,24,R,ugm-3 (VCM),16,R,ugm-3,44,R,ugm-3,69,R,ugm-3,,,,,,,28,R,ugm-3,,,,,,,,,
06-01-2008,16:00,22,R,ugm-3 (VCM),3,R,ugm-3,27,R,ugm-3,31,R,ugm-3,,,,,,,58,R,ugm-3,,,,,,,,,
06-01-2008,17:00,24,R,ugm-3 (VCM),1,R,ugm-3,23,R,ugm-3,25,R,ugm-3,,,,,,,62,R,ugm-3,,,,,,,,,
06-01-2008,18:00,18,R,ugm-3 (VCM),1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,62,R,ugm-3,,,,,,,,,
06-01-2008,19:00,18,R,ugm-3 (VCM),1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,,,,,,,70,R,ugm-3,,,,,,,,,
06-01-2008,20:00,18,R,ugm-3 (VCM),1,R,ugm-3,8,R,ugm-3,10,R,ugm-3,,,,,,,76,R,ugm-3,,,,,,,,,
06-01-2008,21:00,11,R,ugm-3 (VCM),1,R,ugm-3,11,R,ugm-3,13,R,ugm-3,,,,,,,64,R,ugm-3,,,,,,,,,
06-01-2008,22:00,8,R,ugm-3 (VCM),1,R,ugm-3,11,R,ugm-3,13,R,ugm-3,,,,,,,58,R,ugm-3,,,,,,,,,
06-01-2008,23:00,14,R,ugm-3 (VCM),1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,,,,,,,58,R,ugm-3,,,,,,,,,
06-01-2008,24:00,29,R,ugm-3 (VCM),0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,84,R,ugm-3,,,,,,,,,
07-01-2008,01:00,39,R,ugm-3 (VCM),0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,86,R,ugm-3,,,,,,,,,
07-01-2008,02:00,33,R,ugm-3 (VCM),0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,86,R,ugm-3,,,,,,,,,
07-01-2008,03:00,14,R,ugm-3 (VCM),0,R,ugm-3,4,R,ugm-3,4,R,ugm-3,,,,,,,86,R,ugm-3,,,,,,,,,
07-01-2008,04:00,19,R,ugm-3 (VCM),0,R,ugm-3,6,R,ugm-3,6,R,ugm-3,,,,,,,80,R,ugm-3,,,,,,,,,
07-01-2008,05:00,14,R,ugm-3 (VCM),0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,82,R,ugm-3,,,,,,,,,
07-01-2008,06:00,14,R,ugm-3 (VCM),0,R,ugm-3,0,R,ugm-3,0,R,ugm-3,,,,,,,84,R,ugm-3,,,,,,,,,
07-01-2008,07:00,9,R,ugm-3 (VCM),0,R,ugm-3,2,R,ugm-3,2,R,ugm-3,,,,,,,84,R,ugm-3,,,,,,,,,
07-01-2008,08:00,8,R,ugm-3 (VCM),1,R,ugm-3,4,R,ugm-3,6,R,ugm-3,,,,,,,80,R,ugm-3,,,,,,,,,
07-01-2008,09:00,10,R,ugm-3 (VCM),1,R,ugm-3,10,R,ugm-3,11,R,ugm-3,,,,,,,76,R,ugm-3,,,,,,,,,
07-01-2008,10:00,13,R,ugm-3 (VCM),3,R,ugm-3,10,R,ugm-3,13,R,ugm-3,,,,,,,74,R,ugm-3,,,,,,,,,
07-01-2008,11:00,20,R,ugm-3 (VCM),3,R,ugm-3,13,R,ugm-3,17,R,ugm-3,,,,,,,68,R,ugm-3,,,,,,,,,
07-01-2008,12:00,22,R,ugm-3 (VCM),3,R,ugm-3,6,R,ugm-3,10,R,ugm-3,,,,,,,74,R,ugm-3,,,,,,,,,
07-01-2008,13:00,26,R,ugm-3 (VCM),3,R,ugm-3,6,R,ugm-3,10,R,ugm-3,,,,,,,76,R,ugm-3,,,,,,,,,
07-01-2008,14:00,33,R,ugm-3 (VCM),1,R,ugm-3,6,R,ugm-3,8,R,ugm-3,,,,,,,80,R,ugm-3,,,,,,,,,
07-01-2008,15:00,7,R,ugm-3 (VCM),1,R,ugm-3,8,R,ugm-3,10,R,ugm-3,,,,,,,76,R,ugm-3,,,,,,,,,
07-01-2008,16:00,7,R,ugm-3 (VCM),3,R,ugm-3,8,R,ugm-3,11,R,ugm-3,,,,,,,72,R,ugm-3,,,,,,,,,
07-01-2008,17:00,14,R,ugm-3 (VCM),3,R,ugm-3,13,R,ugm-3,17,R,ugm-3,,,,,,,68,R,ugm-3,,,,,,,,,
07-01-2008,18:00,21,R,ugm-3 (VCM),3,R,ugm-3,19,R,ugm-3,23,R,ugm-3,,,,,,,62,R,ugm-3,,,,,,,,,
07-01-2008,19:00,20,R,ugm-3 (VCM),3,R,ugm-3,21,R,ugm-3,25,R,ugm-3,,,,,,,56,R,ugm-3,,,,,,,,,
07-01-2008,20:00,27,R,ugm-3 (VCM),3,R,ugm-3,23,R,ugm-3,27,R,ugm-3,,,,,,,58,R,ugm-3,,,,,,,,,
07-01-2008,21:00,30,R,ugm-3 (VCM),1,R,ugm-3,17,R,ugm-3,19,R,ugm-3,,,,,,,62,R,ugm-3,,,,,,,,,
07-01-2008,22:00,31,R,ugm-3 (VCM),1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,60,R,ugm-3,,,,,,,,,
07-01-2008,23:00,29,R,ugm-3 (VCM),1,R,ugm-3,27,R,ugm-3,29,R,ugm-3,,,,,,,50,R,ugm-3,,,,,,,,,
07-01-2008,24:00,24,R,ugm-3 (VCM),1,R,ugm-3,19,R,ugm-3,21,R,ugm-3,,,,,,,56,R,ugm-3,,,,,,,,,
